atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
572	atlas_context	dataset_family_atlas	4909	mix	FAM_00282;FAM_01558	FAM_00282;FAM_01558	1	1		0	1	present	mix	NI-siderophore	1		604	4	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645611.1.region001		other	FAM_00282;FAM_00984;FAM_01558;FAM_02098	mix@c0.3=FAM_00282;mix@c0.3=FAM_01558;other@c0.3=FAM_00984;other@c0.3=FAM_02098	mix	0.3	FAM_00282;FAM_01558	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.35301412914322833: rhizoferrin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Orbilia_oligospora_ATCC_24927 NW_011645611.1.region001 represents BiG-SCAPE CC 4909 (FAM_00282;FAM_01558) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.35301412914322833: rhizoferrin, but product identity is not assigned.
573	atlas_context	dataset_family_atlas	10540	mix	FAM_00472;FAM_01748	FAM_00472;FAM_01748	1	1		0	1	present	mix	betalactone	1		605	4	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645638.1.region002		other	FAM_00472;FAM_00992;FAM_01748;FAM_02106	mix@c0.3=FAM_00472;mix@c0.3=FAM_01748;other@c0.3=FAM_00992;other@c0.3=FAM_02106	mix	0.3	FAM_00472;FAM_01748	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.38005459782398204: myxoprincomide-c506			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Orbilia_oligospora_ATCC_24927 NW_011645638.1.region002 represents BiG-SCAPE CC 10540 (FAM_00472;FAM_01748) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38005459782398204: myxoprincomide-c506, but product identity is not assigned.
574	atlas_context	dataset_family_atlas	8348	mix	FAM_00397;FAM_01673	FAM_00397;FAM_01673	1	1		0	1	present	mix	NI-siderophore	1		606	4	tier_4	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137831.1.region001		other	FAM_00397;FAM_00990;FAM_01673;FAM_02104	mix@c0.3=FAM_00397;mix@c0.3=FAM_01673;other@c0.3=FAM_00990;other@c0.3=FAM_02104	mix	0.3	FAM_00397;FAM_01673	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.2199925626282537: corynecin III, corynecin I, corynecin II			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Rhizopus_delemar_RA_99-880 NW_027137831.1.region001 represents BiG-SCAPE CC 8348 (FAM_00397;FAM_01673) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2199925626282537: corynecin III, corynecin I, corynecin II, but product identity is not assigned.
575	atlas_context	dataset_family_atlas	12041	mix	FAM_00505;FAM_01781	FAM_00505;FAM_01781	1	1		0	1	present	mix	betalactone	1		607	4	tier_4	Saccharomyces_cerevisiae_S288C	UNLABELED	NC_001134.8.region001		other	FAM_00505;FAM_00998;FAM_01781;FAM_02112	mix@c0.3=FAM_00505;mix@c0.3=FAM_01781;other@c0.3=FAM_00998;other@c0.3=FAM_02112	mix	0.3	FAM_00505;FAM_01781	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.3939456646466905: parabactin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Saccharomyces_cerevisiae_S288C NC_001134.8.region001 represents BiG-SCAPE CC 12041 (FAM_00505;FAM_01781) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3939456646466905: parabactin, but product identity is not assigned.
576	atlas_context	dataset_family_atlas	7373	mix	FAM_00356;FAM_01632	FAM_00356;FAM_01632	1	1		0	1	present	mix	fungal-RiPP	1		608	4	tier_4	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018215.1.region002		RiPP	FAM_00356;FAM_01029;FAM_01632;FAM_02513	mix@c0.3=FAM_00356;mix@c0.3=FAM_01632;ripp@c0.3=FAM_01029;ripp@c0.3=FAM_02513	mix	0.3	FAM_00356;FAM_01632	assigned	present	1	0	1	antiSMASH-only	knowncluster_moderate	BGC0001398.2 | phomopsin A/phomopsin B/phomopsin E; clustercompare 0.44681113597194: ustiloxin B	phomopsin A/phomopsin B/phomopsin E		manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=20	Zymoseptoria_tritici_IPO323 NC_018215.1.region002 represents BiG-SCAPE CC 7373 (FAM_00356;FAM_01632) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001398.2 | phomopsin A/phomopsin B/phomopsin E; clustercompare 0.44681113597194: ustiloxin B, but product identity is not assigned.
577	atlas_context	dataset_family_atlas	12739	mix	FAM_00537;FAM_01813	FAM_00537;FAM_01813	1	1		0	1	present	mix	cytokinin	1		609	4	tier_4	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018217.1.region004		other	FAM_00537;FAM_00999;FAM_01813;FAM_02113	mix@c0.3=FAM_00537;mix@c0.3=FAM_01813;other@c0.3=FAM_00999;other@c0.3=FAM_02113	mix	0.3	FAM_00537;FAM_01813	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5960845326931118: fusatin, fusatinic acid, 8-oxo-fusatin, 8-oxo-isopentenyladenine			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018217.1.region004 represents BiG-SCAPE CC 12739 (FAM_00537;FAM_01813) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5960845326931118: fusatin, fusatinic acid, 8-oxo-fusatin, 8-oxo-isopentenyladenine, but product identity is not assigned.
578	atlas_context	dataset_family_atlas	7525	mix	FAM_00362;FAM_01638	FAM_00362;FAM_01638	1	1		0	1	present	mix	NI-siderophore	1		610	4	tier_4	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018218.1.region002		other	FAM_00362;FAM_00986;FAM_01638;FAM_02100	mix@c0.3=FAM_00362;mix@c0.3=FAM_01638;other@c0.3=FAM_00986;other@c0.3=FAM_02100	mix	0.3	FAM_00362;FAM_01638	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.271701570593024: phomasetin, wakodecalines A, wakodecalines B			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018218.1.region002 represents BiG-SCAPE CC 7525 (FAM_00362;FAM_01638) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.271701570593024: phomasetin, wakodecalines A, wakodecalines B, but product identity is not assigned.
579	atlas_context	dataset_family_atlas	1425	mix	FAM_00167;FAM_01443	FAM_00167;FAM_01443	1	1		0	1	present	mix	terpene	1		611	3	tier_4	Aspergillus_fumigatus_Af293	UNLABELED	NC_007197.1.region003		terpene	FAM_00167;FAM_00674;FAM_01443;FAM_02255	mix@c0.3=FAM_00167;mix@c0.3=FAM_01443;terpene@c0.3=FAM_00674;terpene@c0.3=FAM_02255	mix	0.3	FAM_00167;FAM_01443	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.3444830324687981: yanuthone D			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_fumigatus_Af293 NC_007197.1.region003 represents BiG-SCAPE CC 1425 (FAM_00167;FAM_01443) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3444830324687981: yanuthone D, but product identity is not assigned.
580	atlas_context	dataset_family_atlas	8484	mix	FAM_00398;FAM_01674	FAM_00398;FAM_01674	1	1		0	1	present	mix	terpene-precursor	1		612	3	tier_4	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066264.1.region006		terpene	FAM_00398;FAM_00774;FAM_01674;FAM_02355	mix@c0.3=FAM_00398;mix@c0.3=FAM_01674;terpene@c0.3=FAM_00774;terpene@c0.3=FAM_02355	mix	0.3	FAM_00398;FAM_01674	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5633968225710155: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_nidulans_FGSC_A4 NC_066264.1.region006 represents BiG-SCAPE CC 8484 (FAM_00398;FAM_01674) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5633968225710155: pimara-8(14),15-diene, but product identity is not assigned.
581	atlas_context	dataset_family_atlas	2447	mix	FAM_00193;FAM_01469	FAM_00193;FAM_01469	1	1		0	1	present	mix	terpene	1		613	3	tier_4	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066264.1.region010		terpene	FAM_00193;FAM_00686;FAM_01469;FAM_02267	mix@c0.3=FAM_00193;mix@c0.3=FAM_01469;terpene@c0.3=FAM_00686;terpene@c0.3=FAM_02267	mix	0.3	FAM_00193;FAM_01469	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	Aspergillus nidulans FGSC A4 chromosome VIII			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_nidulans_FGSC_A4 NC_066264.1.region010 represents BiG-SCAPE CC 2447 (FAM_00193;FAM_01469) with 1 clustered records across 1 dataset genomes. Annotation hints include Aspergillus nidulans FGSC A4 chromosome VIII, but product identity is not assigned.
582	atlas_context	dataset_family_atlas	5346	mix	FAM_00294;FAM_01570	FAM_00294;FAM_01570	1	1		0	1	present	mix	terpene	1		614	3	tier_4	Aspergillus_niger	UNLABELED	NT_166519.1.region004		terpene	FAM_00294;FAM_00727;FAM_01570;FAM_02308	mix@c0.3=FAM_00294;mix@c0.3=FAM_01570;terpene@c0.3=FAM_00727;terpene@c0.3=FAM_02308	mix	0.3	FAM_00294;FAM_01570	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.2684220215773399: berninamycin K, berninamycin J, berninamycin A, berninamycin B			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166519.1.region004 represents BiG-SCAPE CC 5346 (FAM_00294;FAM_01570) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2684220215773399: berninamycin K, berninamycin J, berninamycin A, berninamycin B, but product identity is not assigned.
583	atlas_context	dataset_family_atlas	10731	mix	FAM_00476;FAM_01752	FAM_00476;FAM_01752	1	1		0	1	present	mix	terpene	1		615	3	tier_4	Aspergillus_niger	UNLABELED	NT_166519.1.region009		terpene	FAM_00476;FAM_00807;FAM_01752;FAM_02388	mix@c0.3=FAM_00476;mix@c0.3=FAM_01752;terpene@c0.3=FAM_00807;terpene@c0.3=FAM_02388	mix	0.3	FAM_00476;FAM_01752	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5520237053754345: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166519.1.region009 represents BiG-SCAPE CC 10731 (FAM_00476;FAM_01752) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5520237053754345: squalestatin S1, but product identity is not assigned.
584	atlas_context	dataset_family_atlas	14747	mix	FAM_00607;FAM_01883	FAM_00607;FAM_01883	1	1		0	1	present	mix	terpene-precursor	1		616	3	tier_4	Aspergillus_niger	UNLABELED	NT_166524.1.region005		terpene	FAM_00607;FAM_00850;FAM_01883;FAM_02431	mix@c0.3=FAM_00607;mix@c0.3=FAM_01883;terpene@c0.3=FAM_00850;terpene@c0.3=FAM_02431	mix	0.3	FAM_00607;FAM_01883	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5643936693254709: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166524.1.region005 represents BiG-SCAPE CC 14747 (FAM_00607;FAM_01883) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5643936693254709: pimara-8(14),15-diene, but product identity is not assigned.
585	atlas_context	dataset_family_atlas	8658	mix	FAM_00404;FAM_01680	FAM_00404;FAM_01680	1	1		0	1	present	mix	terpene	1		617	3	tier_4	Aspergillus_niger	UNLABELED	NT_166530.1.region004		terpene	FAM_00404;FAM_00776;FAM_01680;FAM_02357	mix@c0.3=FAM_00404;mix@c0.3=FAM_01680;terpene@c0.3=FAM_00776;terpene@c0.3=FAM_02357	mix	0.3	FAM_00404;FAM_01680	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5423260052126528: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166530.1.region004 represents BiG-SCAPE CC 8658 (FAM_00404;FAM_01680) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5423260052126528: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8, but product identity is not assigned.
586	atlas_context	dataset_family_atlas	2013	mix	FAM_00182;FAM_01458	FAM_00182;FAM_01458	1	1		0	1	present	mix	terpene	1		618	3	tier_4	Aspergillus_niger	UNLABELED	NT_166539.1.region004		terpene	FAM_00182;FAM_00682;FAM_01458;FAM_02263	mix@c0.3=FAM_00182;mix@c0.3=FAM_01458;terpene@c0.3=FAM_00682;terpene@c0.3=FAM_02263	mix	0.3	FAM_00182;FAM_01458	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5495032610194216: stellatic acid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166539.1.region004 represents BiG-SCAPE CC 2013 (FAM_00182;FAM_01458) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5495032610194216: stellatic acid, but product identity is not assigned.
587	atlas_context	dataset_family_atlas	7533	mix	FAM_00364;FAM_01640	FAM_00364;FAM_01640	1	1		0	1	present	mix	RiPP-like	1		619	3	tier_4	Aspergillus_niger	UNLABELED	NT_166539.1.region007		RiPP	FAM_00364;FAM_01031;FAM_01640;FAM_02515	mix@c0.3=FAM_00364;mix@c0.3=FAM_01640;ripp@c0.3=FAM_01031;ripp@c0.3=FAM_02515	mix	0.3	FAM_00364;FAM_01640	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	Aspergillus niger supercontig An04			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_niger NT_166539.1.region007 represents BiG-SCAPE CC 7533 (FAM_00364;FAM_01640) with 1 clustered records across 1 dataset genomes. Annotation hints include Aspergillus niger supercontig An04, but product identity is not assigned.
588	atlas_context	dataset_family_atlas	12257	mix	FAM_00511;FAM_01787	FAM_00511;FAM_01787	1	1		0	1	present	mix	terpene	1		620	3	tier_4	Botrytis_cinerea_B05.10	UNLABELED	NC_037310.1.region004		terpene	FAM_00511;FAM_00818;FAM_01787;FAM_02399	mix@c0.3=FAM_00511;mix@c0.3=FAM_01787;terpene@c0.3=FAM_00818;terpene@c0.3=FAM_02399	mix	0.3	FAM_00511;FAM_01787	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5669956423023572: carotenoid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Botrytis_cinerea_B05.10 NC_037310.1.region004 represents BiG-SCAPE CC 12257 (FAM_00511;FAM_01787) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5669956423023572: carotenoid, but product identity is not assigned.
589	atlas_context	dataset_family_atlas	12582	mix	FAM_00526;FAM_01802	FAM_00526;FAM_01802	1	1		0	1	present	mix	terpene-precursor	1		621	3	tier_4	Botrytis_cinerea_B05.10	UNLABELED	NC_037323.1.region002		terpene	FAM_00526;FAM_00823;FAM_01802;FAM_02404	mix@c0.3=FAM_00526;mix@c0.3=FAM_01802;terpene@c0.3=FAM_00823;terpene@c0.3=FAM_02404	mix	0.3	FAM_00526;FAM_01802	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5641447300151994: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Botrytis_cinerea_B05.10 NC_037323.1.region002 represents BiG-SCAPE CC 12582 (FAM_00526;FAM_01802) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5641447300151994: pimara-8(14),15-diene, but product identity is not assigned.
590	atlas_context	dataset_family_atlas	4807	mix	FAM_00279;FAM_01555	FAM_00279;FAM_01555	1	1		0	1	present	mix	terpene	1		622	3	tier_4	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192197.1.region001		terpene	FAM_00279;FAM_00721;FAM_01555;FAM_02302	mix@c0.3=FAM_00279;mix@c0.3=FAM_01555;terpene@c0.3=FAM_00721;terpene@c0.3=FAM_02302	mix	0.3	FAM_00279;FAM_01555	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5364968358591878: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Calcarisporiella_thermophila_CBS_279.70 NW_027192197.1.region001 represents BiG-SCAPE CC 4807 (FAM_00279;FAM_01555) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5364968358591878: squalestatin S1, but product identity is not assigned.
591	atlas_context	dataset_family_atlas	241	mix	FAM_00129;FAM_01405	FAM_00129;FAM_01405	1	1		0	1	present	mix	terpene	1		623	3	tier_4	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192198.1.region001		terpene	FAM_00129;FAM_00661;FAM_01405;FAM_02242	mix@c0.3=FAM_00129;mix@c0.3=FAM_01405;terpene@c0.3=FAM_00661;terpene@c0.3=FAM_02242	mix	0.3	FAM_00129;FAM_01405	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.19129705977868677: ustilagic acid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Calcarisporiella_thermophila_CBS_279.70 NW_027192198.1.region001 represents BiG-SCAPE CC 241 (FAM_00129;FAM_01405) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.19129705977868677: ustilagic acid, but product identity is not assigned.
592	atlas_context	dataset_family_atlas	14952	mix	FAM_00616;FAM_01892	FAM_00616;FAM_01892	1	1		0	1	present	mix	fungal_CDPS	1		624	3	tier_4	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192202.1.region001		NRPS	FAM_00616;FAM_01190;FAM_01892;FAM_02063	mix@c0.3=FAM_00616;mix@c0.3=FAM_01892;nrps@c0.3=FAM_01190;nrps@c0.3=FAM_02063	mix	0.3	FAM_00616;FAM_01892	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5220248761867354: pulcherrimin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Calcarisporiella_thermophila_CBS_279.70 NW_027192202.1.region001 represents BiG-SCAPE CC 14952 (FAM_00616;FAM_01892) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5220248761867354: pulcherrimin, but product identity is not assigned.
593	atlas_context	dataset_family_atlas	5374	mix	FAM_00295;FAM_01571	FAM_00295;FAM_01571	1	1		0	1	present	mix	terpene-precursor	1		625	3	tier_4	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192215.1.region001		terpene	FAM_00295;FAM_00728;FAM_01571;FAM_02309	mix@c0.3=FAM_00295;mix@c0.3=FAM_01571;terpene@c0.3=FAM_00728;terpene@c0.3=FAM_02309	mix	0.3	FAM_00295;FAM_01571	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.23786486757460515: viridicatumtoxin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Calcarisporiella_thermophila_CBS_279.70 NW_027192215.1.region001 represents BiG-SCAPE CC 5374 (FAM_00295;FAM_01571) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.23786486757460515: viridicatumtoxin, but product identity is not assigned.
594	atlas_context	dataset_family_atlas	14372	mix	FAM_00588;FAM_01864	FAM_00588;FAM_01864	1	1		0	1	present	mix	terpene	1		626	3	tier_4	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307537.1.region002		terpene	FAM_00588;FAM_00841;FAM_01864;FAM_02422	mix@c0.3=FAM_00588;mix@c0.3=FAM_01864;terpene@c0.3=FAM_00841;terpene@c0.3=FAM_02422	mix	0.3	FAM_00588;FAM_01864	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.2035842009848421: tryptoquialanine			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Coprinopsis_cinerea_okayama7_130 NW_003307537.1.region002 represents BiG-SCAPE CC 14372 (FAM_00588;FAM_01864) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2035842009848421: tryptoquialanine, but product identity is not assigned.
595	atlas_context	dataset_family_atlas	3060	mix	FAM_00216;FAM_01492	FAM_00216;FAM_01492	1	1		0	1	present	mix	terpene	1		627	3	tier_4	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307538.1.region001		terpene	FAM_00216;FAM_00694;FAM_01492;FAM_02275	mix@c0.3=FAM_00216;mix@c0.3=FAM_01492;terpene@c0.3=FAM_00694;terpene@c0.3=FAM_02275	mix	0.3	FAM_00216;FAM_01492	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5355463600657356: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Coprinopsis_cinerea_okayama7_130 NW_003307538.1.region001 represents BiG-SCAPE CC 3060 (FAM_00216;FAM_01492) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5355463600657356: squalestatin S1, but product identity is not assigned.
596	atlas_context	dataset_family_atlas	1473	mix	FAM_00168;FAM_01444	FAM_00168;FAM_01444	1	1		0	1	present	mix	terpene-precursor	1		628	3	tier_4	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307541.1.region001		terpene	FAM_00168;FAM_00675;FAM_01444;FAM_02256	mix@c0.3=FAM_00168;mix@c0.3=FAM_01444;terpene@c0.3=FAM_00675;terpene@c0.3=FAM_02256	mix	0.3	FAM_00168;FAM_01444	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.3552048860754482: beauvericin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Coprinopsis_cinerea_okayama7_130 NW_003307541.1.region001 represents BiG-SCAPE CC 1473 (FAM_00168;FAM_01444) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3552048860754482: beauvericin, but product identity is not assigned.
597	atlas_context	dataset_family_atlas	10275	mix	FAM_00462;FAM_01738	FAM_00462;FAM_01738	1	1		0	1	present	mix	terpene	1		629	3	tier_4	Cryptococcus_neoformans_H99	UNLABELED	NC_026747.1.region001		terpene	FAM_00462;FAM_00802;FAM_01738;FAM_02383	mix@c0.3=FAM_00462;mix@c0.3=FAM_01738;terpene@c0.3=FAM_00802;terpene@c0.3=FAM_02383	mix	0.3	FAM_00462;FAM_01738	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5319476289874133: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Cryptococcus_neoformans_H99 NC_026747.1.region001 represents BiG-SCAPE CC 10275 (FAM_00462;FAM_01738) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5319476289874133: squalestatin S1, but product identity is not assigned.
598	atlas_context	dataset_family_atlas	11976	mix	FAM_00504;FAM_01780	FAM_00504;FAM_01780	1	1		0	1	present	mix	terpene	1		630	3	tier_4	Cystobasidium_minutum_MCA_4210	UNLABELED	NW_027118374.1.region001		terpene	FAM_00504;FAM_00816;FAM_01780;FAM_02397	mix@c0.3=FAM_00504;mix@c0.3=FAM_01780;terpene@c0.3=FAM_00816;terpene@c0.3=FAM_02397	mix	0.3	FAM_00504;FAM_01780	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5103580887419354: carotenoid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Cystobasidium_minutum_MCA_4210 NW_027118374.1.region001 represents BiG-SCAPE CC 11976 (FAM_00504;FAM_01780) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5103580887419354: carotenoid, but product identity is not assigned.
599	atlas_context	dataset_family_atlas	4369	mix	FAM_00257;FAM_01533	FAM_00257;FAM_01533	1	1		0	1	present	mix	terpene	1		631	3	tier_4	Cystobasidium_minutum_MCA_4210	UNLABELED	NW_027118375.1.region003		terpene	FAM_00257;FAM_00711;FAM_01533;FAM_02292	mix@c0.3=FAM_00257;mix@c0.3=FAM_01533;terpene@c0.3=FAM_00711;terpene@c0.3=FAM_02292	mix	0.3	FAM_00257;FAM_01533	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5319476289874133: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Cystobasidium_minutum_MCA_4210 NW_027118375.1.region003 represents BiG-SCAPE CC 4369 (FAM_00257;FAM_01533) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5319476289874133: squalestatin S1, but product identity is not assigned.
