genome,taxon_group,detector_relation,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Mycosarcoma_maydis_521,fungi,shared,NC_026480,5129,NC_026480.1.region002,1091102,1154338,NRPS,,,,0.38823214400962736,"BAB, BAA",Metarhizium anisopliae,BGC5,1121102,1126230,NRPS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026481,22370,NC_026481.1.region001,289181,361525,NRPS,,,,0.7230652683191424,epichloenin A,Epichloe festucae,BGC7,309156,331525,NRPS,,,,no,no
Mycosarcoma_maydis_521,fungi,antismash_only,NC_026481,0,NC_026481.1.region002,623652,655724,terpene,,,,0.38170311638169785,"(2R,3S,3'S)-2-hydroxyastaxanthin",Paracoccus haeundaensis,,,,,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026482,5169,NC_026482.1.region001,575817,608275,terpene,100,BGC0001248.3,clavaric acid,0.8052411754645619,clavaric acid,Hypholoma sublateritium,BGC8,590817,595985,TC (SHC/OSC),,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026483,3336,NC_026483.1.region001,402290,465625,NRPS,,,,0.3769405083787142,LL-Z1272beta,Stachybotrys bisbyi,BGC9,432290,435625,NRPS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026484,3963,NC_026484.1.region001,863312,927274,NRPS,50,BGC0001888.2,mannosylerythritol lipid A/mannosylerythritol lipid B/mannosylerythritol lipid C,0.7796218435166182,choline,Aspergillus nidulans FGSC A4,BGC10,893312,897274,NRPS-like,FBGC00338,59.8,choline,no,no
Mycosarcoma_maydis_521,fungi,funbgcex_only,NC_026489,0,,,,,,,,,,,BGC11,3784,12148,NRPS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026489,17129,NC_026489.1.region001,1,37476,NRPS,,,,0.6350740094193305,(-)-Mellein,Parastagonospora nodorum,BGC12,20348,45934,PKS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,antismash_only,NC_026491,0,NC_026491.1.region001,229346,261064,terpene,,,,0.5320686488654769,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026491,7992,NC_026491.1.region002,505367,536614,terpene,,,,0.5534225982943112,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC13,519169,527160,PPPS,FBGC00476,16.0,aflatrem,no,no
Mycosarcoma_maydis_521,fungi,funbgcex_only,NC_026493,0,,,,,,,,,,,BGC14,223400,227983,PT (UbiA),,,,no,no
Mycosarcoma_maydis_521,fungi,funbgcex_only,NC_026493,0,,,,,,,,,,,BGC15,546799,548542,PT (DMATS),,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026494,10341,NC_026494.1.region001,1,46456,NRPS,,,,0.38817055018890184,Orsellinic acid,Moniliophthora roreri MCA 2997,BGC16,6116,16456,NRPS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026496,14808,NC_026496.1.region001,1,40972,NRPS,,,,0.6903634168565991,AM-toxin,Alternaria alternata,BGC17,345,15152,NRPS,,,,no,no
Mycosarcoma_maydis_521,fungi,funbgcex_only,NC_026500,0,,,,,,,,,,,BGC18,163726,170091,PKS-like,,,,no,no
Mycosarcoma_maydis_521,fungi,shared,NC_026500,8416,NC_026500.1.region001,151683,217710,PKS,18,BGC0001281.3,ustilagic acid,0.6622394548840653,naphthopyrone,Aspergillus nidulans FGSC A4,BGC19,181683,190098,PKS-like,,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026501,0,,,,,,,,,,,BGC1,8432961,8434064,TC (UbiA),,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026501,0,,,,,,,,,,,BGC2,8446850,8454487,NRPS-like,,,,no,no
Neurospora_crassa_OR74A,fungi,antismash_only,NC_026501,0,NC_026501.1.region001,7906219,7938155,terpene,,,,0.4673011034748214,zeaxanthin,Xanthobacter autotrophicus Py2,,,,,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026501,38605,NC_026501.1.region002,8662542,8729834,PKS,100,BGC0002729.2,sordarial,0.8735804647362989,sordarial,Neurospora crassa OR74A,BGC3,8656700,8701146,HR-PKS,FBGC00193,100.0,sordarial,yes,yes
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026502,0,,,,,,,,,,,BGC4,926192,933402,RiPP PP,,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026502,0,,,,,,,,,,,BGC5,3104419,3105687,PT (UbiA),,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026502,5223,NC_026502.1.region001,3914414,3979636,NRPS,,,,0.40946319241929147,solanapyrone A,Ascochyta rabiei,BGC6,3944414,3949636,NRPS-like,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026502,15595,NC_026502.1.region002,4047273,4113430,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7635532530882126,dimethylcoprogen,Alternaria alternata,BGC7,4067836,4083430,NRPS,FBGC00375,12.6,triacetylfusarinine C,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026504,31031,NC_026504.1.region001,1,49163,PKS,40,BGC0002515.2,solanapyrone A,0.7530230836724242,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC8,1968,32998,HR-PKS,FBGC00553,76.4,amphichopyrone B,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026504,26391,NC_026504.1.region002,495404,563271,PKS,,,,0.7567237731259631,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC9,513043,539433,HR-PKS,FBGC00209,7.6,oxosorbicillinol,no,no
Neurospora_crassa_OR74A,fungi,antismash_only,NC_026504,0,NC_026504.1.region003,2747616,2778446,terpene,,,,0.38363012897529686,"emerimicin V, emerimicin VI, emerimicin VII, emerimicin VIII, emerimicin IX, emerimicin X",Acremonium sp.,,,,,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026505,6846,NC_026505.1.region001,1685106,1751951,PKS,100,BGC0002154.2,"1,3,5,8-tetrahydroxynapthalene/1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",0.8290452112296207,"1,3,5,8-tetrahydroxynapthalene, 1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",Pyricularia oryzae 70-15,BGC10,1715106,1721951,NR-PKS,FBGC00237,13.4,scytalone,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026505,4614,NC_026505.1.region002,2945404,2977780,terpene,100,BGC0001248.3,clavaric acid,0.794933336074193,clavaric acid,Hypholoma sublateritium,BGC11,2958167,2962780,TC (SHC/OSC),FPROT00020,4.8,arthripenoids,no,no
Neurospora_crassa_OR74A,fungi,antismash_only,NC_026505,0,NC_026505.1.region003,3119459,3150589,terpene,,,,0.29831958621445426,exopolysaccharide,Lactobacillus johnsonii,,,,,,,,no,no
Neurospora_crassa_OR74A,fungi,antismash_only,NC_026505,0,NC_026505.1.region004,4015463,4046764,terpene,,,,0.5618953467306944,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026506,0,,,,,,,,,,,BGC12,64566,66073,TC (Class1),,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026506,0,,,,,,,,,,,BGC18,3668608,3670355,TC (AstC),,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026506,0,,,,,,,,,,,BGC19,4080641,4092690,HR-PKS,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,25488,NC_026506.1.region001,48380,123958,NRPS;terpene,,,,0.6238732009440766,AbT1,Aureobasidium pullulans,BGC13,78380,103867,NRPS,FBGC00372,51.9,triacetylfusarinine C/hydroxyferricrocin,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,1563,NC_026506.1.region002,393408,424970,indole,,,,0.3455320932766113,terpendole E,Tolypocladium album,BGC14,408408,409970,PT (DMATS),,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,1404,NC_026506.1.region003,843923,905326,PKS,,,,0.2914037394733246,polyhydroxyalkanoate,Burkholderia sp. DSM 9242,BGC15,873923,875326,T3PKS,FBGC00500,100.0,pentaketide alkylresorcylic acids,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,17320,NC_026506.1.region004,3050468,3117794,PKS,,,,0.6347069334221767,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC16,3080468,3097787,HR-PKS,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,5480,NC_026506.1.region005,3647873,3685355,terpene,,,,0.4637302836277359,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC17,3658491,3663970,TC (UbiA),,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026506,13683,NC_026506.1.region006,4055380,4168121,NRPS;PKS,,,,0.6634036772507498,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC20,4126014,4139696,NRPS-like,,,,no,no
Neurospora_crassa_OR74A,fungi,funbgcex_only,NC_026507,0,,,,,,,,,,,BGC25,1662671,1666583,PT (UbiA),,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026507,18447,NC_026507.1.region001,106912,140358,terpene,,,,0.4510751934077248,phyllocladan-16α-ol,Diaporthe amygdali,BGC21,103088,125358,TC (PbcA),FBGC00464,15.7,(+)-aristolochene,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026507,11477,NC_026507.1.region002,1053586,1121462,PKS,,,,0.7389758203082311,(-)-Mellein,Parastagonospora nodorum,BGC22,1083586,1095062,"HR-PKS, HR-PKS",,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026507,1111,NC_026507.1.region003,1221177,1252287,terpene,,,,0.2700314348565356,nodulisporic acid F,Hypoxylon pulicicidum,BGC23,1236177,1237287,TC (Pyr4),,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026507,8754,NC_026507.1.region004,1515777,1584530,NRPS,,,,0.6493255914036404,HC-toxin,Alternaria jesenskae,BGC24,1545777,1554530,NRPS,,,,no,no
Neurospora_crassa_OR74A,fungi,antismash_only,NC_026507,0,NC_026507.1.region005,1948451,1980103,terpene,40,BGC0001839.3,squalestatin S1,0.6228024789424674,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Neurospora_crassa_OR74A,fungi,shared,NC_026507,26144,NC_026507.1.region006,3711847,3774410,RiPP,23,BGC0001398.2,phomopsin A/phomopsin B/phomopsin E,0.516819517113336,asperipin 2a,Aspergillus flavus NRRL3357,BGC26,3734347,3760490,RiPP PP,FBGC00493,11.7,phomopsin A,no,yes
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645561,0,,,,,,,,,,,BGC1,145891,155930,PT (UbiA),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645561,0,NW_011645561.1.region001,305067,336829,terpene,,,,0.4940788803010774,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645561,0,NW_011645561.1.region002,1986579,2018808,terpene,,,,0.5804882623757147,zeaxanthin,Xanthobacter autotrophicus Py2,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645563,1295,NW_011645563.1.region001,98749,130043,terpene,,,,0.3945573289203548,solanapyrone A,Ascochyta rabiei,BGC2,113749,115043,TC (Class1),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645564,4964,NW_011645564.1.region001,1498091,1529281,terpene,,,,0.41409013417382384,cyclooctatin,Streptomyces melanosporofaciens,BGC3,1509318,1514281,PPPS,FBGC00069,3.6,viridicatumtoxin,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645600,20714,NW_011645600.1.region001,906263,968017,PKS,,,,0.35599784154099745,oxepinamide D,Aspergillus ustus,BGC4,923570,944283,T3PKS,FBGC00502,52.4,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645600,1455,NW_011645600.1.region002,1286496,1317950,indole,,,,0.34014174029487804,"3-(2'-hydroxy-3'-oxo-4'-methylpentyl)-indole, 3-(2'-hydroxy-3'-oxo-4'-methylhexyl)-indole, 3-(2'-acetoxy-3'-oxo-4'-methylpentyl)-indole, 3-(2'-acetoxy-3'-oxo-4'-methylhexyl)-indole",Xenorhabdus bovienii SS-2004,BGC5,1301496,1302950,PT (DMATS),FPROT00045,27.1,farnesylated threonine derivative,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645600,22754,NW_011645600.1.region003,2789777,2831244,PKS,,,,0.6612569845701474,6-methylsalicyclic acid,Aspergillus terreus,BGC6,2804802,2827555,HR-PKS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645611,0,,,,,,,,,,,BGC9,2614199,2617650,TC (SHC/OSC),FBGC00345,3.2,aspercryptin,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645611,0,NW_011645611.1.region001,417155,462775,other,,,,0.35301412914322833,rhizoferrin,Francisella tularensis subsp. tularensis SCHU S4,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645611,9326,NW_011645611.1.region002,541091,573463,terpene,100,BGC0001248.3,clavaric acid,0.7924638742424396,clavaric acid,Hypholoma sublateritium,BGC7,556091,565416,TC (SHC/OSC),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645611,1029,NW_011645611.1.region003,2521092,2552120,terpene,,,,0.21923529765428876,zealexin A1,Zea mays,BGC8,2536092,2537120,TC (Class1),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645632,0,,,,,,,,,,,BGC10,80736,81965,TC (ABA3),FBGC00435,11.4,abscisic acid,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645632,0,NW_011645632.1.region001,720741,752445,terpene,,,,0.56277219283277,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645633,2858,NW_011645633.1.region001,2036604,2069461,terpene,,,,0.47237561133169953,conidiogenone,Penicillium rubens Wisconsin 54-1255,BGC11,2051604,2054461,chimeric TS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645635,10698,NW_011645635.1.region001,1257960,1289693,terpene,,,,0.7620211725706018,koraiol,Fusarium fujikuroi IMI 58289,BGC12,1266548,1277245,TC (Class1),FBGC00767,3.6,aspertetranone A,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645636,5375,NW_011645636.1.region001,642005,674121,terpene,,,,0.7048744955403476,conidiogenone,Penicillium rubens Wisconsin 54-1255,BGC13,657005,662379,chimeric TS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645636,18812,NW_011645636.1.region002,1616204,1671412,PKS,,,,0.6315186898159597,6-methylsalicyclic acid,Glarea lozoyensis,BGC14,1638263,1657074,HR-PKS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645637,3126,NW_011645637.1.region001,417217,450342,terpene,,,,0.550207155815136,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC15,432217,435342,chimeric TS,FBGC00472,4.7,shearinine D,no,no
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645638,0,,,,,,,,,,,BGC16,756226,764021,NRPS-like,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645638,0,NW_011645638.1.region001,1,17399,terpene,,,,0.6965490011363281,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,antismash_only,NW_011645638,0,NW_011645638.1.region002,998876,1042409,other,,,,0.38005459782398204,myxoprincomide-c506,Myxococcus xanthus DK 1622,,,,,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645640,6550,NW_011645640.1.region001,298875,330618,terpene,,,,0.7615901797989321,koraiol,Fusarium fujikuroi IMI 58289,BGC17,313875,320424,TC (Class1),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645654,6486,NW_011645654.1.region001,1868399,1902079,terpene,,,,0.5444653754688428,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC18,1883399,1889884,PPPS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645730,2190,NW_011645730.1.region001,269533,301722,terpene,,,,,,,BGC19,284533,286722,TC (Class1),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645745,0,,,,,,,,,,,BGC20,298110,299360,PT (UbiA),,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645745,3162,NW_011645745.1.region001,1005418,1068579,NRPS,,,,0.7092855435329017,choline,Aspergillus nidulans FGSC A4,BGC21,1035418,1038579,NRPS-like,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,funbgcex_only,NW_011645767,0,,,,,,,,,,,BGC24,979938,983391,RCDPS,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645767,8419,NW_011645767.1.region001,247166,310291,NRPS,,,,0.7065989078422835,choline,Aspergillus nidulans FGSC A4,BGC22,277166,285584,NRPS-like,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645767,3264,NW_011645767.1.region002,315984,379247,NRPS,,,,0.703112436129068,choline,Aspergillus nidulans FGSC A4,BGC23,345984,349247,NRPS-like,,,,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645772,32954,NW_011645772.1.region001,864828,930192,PKS,54,BGC0002615.2,4-oxomacrophorin A/macrophorin A/5'-epimacrophorin B,0.79546063406169,6-methylsalicyclic acid,Glarea lozoyensis,BGC25,867239,900192,"PR-PKS, PT (UbiA)",FBGC00325,100.0,arthrosporol A,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645772,15857,NW_011645772.1.region002,1337487,1413343,NRPS,,,,0.6758051681318848,epichloenin A,Epichloe festucae,BGC26,1367487,1383343,NRPS,FBGC00372,51.0,triacetylfusarinine C/hydroxyferricrocin,no,no
Orbilia_oligospora_ATCC_24927,fungi,shared,NW_011645772,7710,NW_011645772.1.region003,3156127,3194128,PKS,,,,0.6594587915465705,(-)-Mellein,Parastagonospora nodorum,BGC27,3186127,3193836,HR-PKS,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137827,0,NW_027137827.1.region001,1066320,1112463,terpene,,,,0.5543441666920144,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137827,0,NW_027137827.1.region002,3075924,3107664,terpene,,,,0.4155961267832914,carotenoid,Myxococcus xanthus,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137828,0,,,,,,,,,,,BGC12,1356358,1359204,PPPS,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137828,6252,NW_027137828.1.region001,1917949,1981163,NRPS,,,,0.37381288151041275,"Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,BGC13,1944912,1951163,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137829,3256,NW_027137829.1.region001,6878,70133,NRPS,,,,0.305904714871161,"guanipiperazine A, guanipiperazine B",Streptomyces chrestomyceticus,BGC10,36878,40133,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137829,5238,NW_027137829.1.region002,919027,982279,NRPS,,,,0.5909932296976926,choline,Aspergillus nidulans FGSC A4,BGC11,949027,954264,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137829,0,NW_027137829.1.region003,2098633,2129806,terpene,,,,0.5556495328589621,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137829,0,NW_027137829.1.region004,2413531,2444855,terpene,,,,0.5355463600657356,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137830,0,,,,,,,,,,,BGC9,2222477,2230701,PT (UbiA),,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137830,0,NW_027137830.1.region001,1832158,1863769,terpene,,,,0.35682894582776115,carotenoid,Enterobacteriaceae bacterium DC404,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137831,0,,,,,,,,,,,BGC8,574986,575989,TC (SHC/OSC),,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137831,0,NW_027137831.1.region001,314463,358643,other,,,,0.2199925626282537,"corynecin III, corynecin I, corynecin II",Rhodococcus sp. H-CA8f,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137832,0,,,,,,,,,,,BGC7,1363988,1368260,PT (UbiA),,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137833,3252,NW_027137833.1.region001,35388,98639,NRPS,,,,0.35052699773744395,boleracene,Brassica oleracea var. oleracea,BGC5,65388,68639,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137833,5132,NW_027137833.1.region002,99095,162352,NRPS,,,,0.29045371715976176,isonitrile lipopeptides,Mycobacterium tuberculosis H37Rv,BGC6,129095,134226,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137833,0,NW_027137833.1.region003,945026,975948,terpene,,,,,,,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137835,4916,NW_027137835.1.region001,215848,279103,NRPS,,,,0.31199293930611477,saframycin Mx1,Myxococcus xanthus,BGC4,244188,249103,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137836,0,,,,,,,,,,,BGC3,1228709,1235334,NRPS-like,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,funbgcex_only,NW_027137839,0,,,,,,,,,,,BGC2,826911,833493,PT (UbiA),FBGC00676,8.7,phomactins,no,no
Rhizopus_delemar_RA_99-880,fungi,antismash_only,NW_027137840,0,NW_027137840.1.region001,863309,894636,terpene,,,,0.2546884089174744,"15-acetyldeoxynivalenol, 3-decalonectrin",Fusarium graminearum,,,,,,,,no,no
Rhizopus_delemar_RA_99-880,fungi,shared,NW_027137841,4501,NW_027137841.1.region001,1142932,1175356,terpene,100,BGC0001248.3,clavaric acid,0.7986138016302922,clavaric acid,Hypholoma sublateritium,BGC1,1155856,1160356,TC (SHC/OSC),,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,funbgcex_only,NC_001134,0,,,,,,,,,,,BGC1,469748,476437,NRPS-like,,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,antismash_only,NC_001134,0,NC_001134.8.region001,643707,683351,other,,,,0.3939456646466905,parabactin,Paracoccus denitrificans PD1222,,,,,,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,funbgcex_only,NC_001136,0,,,,,,,,,,,BGC2,1272234,1276212,ICS,,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,shared,NC_001140,6475,NC_001140.6.region001,224098,256293,terpene,,,,0.7821837769686686,clavaric acid,Hypholoma sublateritium,BGC3,239098,245572,TC (SHC/OSC),,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,antismash_only,NC_001140,0,NC_001140.6.region002,469845,501179,terpene,,,,0.5349506262786478,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,shared,NC_001142,11107,NC_001142.9.region001,90014,121072,terpene,,,,0.24075134705806006,ustilagic acid,Ustilago maydis 521,BGC4,102227,113333,PPPS,FBGC00069,3.3,viridicatumtoxin,no,no
Saccharomyces_cerevisiae_S288C,fungi,funbgcex_only,NC_001146,0,,,,,,,,,,,BGC5,700541,701659,PT (UbiA),,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,funbgcex_only,NC_001148,0,,,,,,,,,,,BGC6,224353,228772,PT (UbiA),,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,funbgcex_only,NC_001148,0,,,,,,,,,,,BGC7,891101,893729,TC (SHC/OSC),,,,no,no
Saccharomyces_cerevisiae_S288C,fungi,antismash_only,NC_001148,0,NC_001148.4.region001,407885,438892,terpene,,,,0.5507495757036752,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,shared,NC_003421,4522,NC_003421.2.region001,1554480,1617425,NRPS,,,,0.512973970867542,"class IV lanthipeptide, SflA",Streptomyces sp. NRRL S-1022,BGC9,1582904,1587425,NRPS-like,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,funbgcex_only,NC_003423,0,,,,,,,,,,,BGC7,680549,685360,PPPS,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,funbgcex_only,NC_003423,0,,,,,,,,,,,BGC8,2501402,2502565,PT (UbiA),,,,no,no
Schizosaccharomyces_pombe_972h,fungi,antismash_only,NC_003423,0,NC_003423.3.region001,837025,868237,terpene,,,,0.3729833151983963,aspcandine,Aspergillus candidus,,,,,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,antismash_only,NC_003423,0,NC_003423.3.region002,916060,947442,terpene,,,,0.5369709650402503,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,funbgcex_only,NC_003424,0,,,,,,,,,,,BGC2,1120548,1134302,PT (UbiA),,,,no,no
Schizosaccharomyces_pombe_972h,fungi,funbgcex_only,NC_003424,0,,,,,,,,,,,BGC4,1557147,1562734,TC (SHC/OSC),,,,no,no
Schizosaccharomyces_pombe_972h,fungi,funbgcex_only,NC_003424,0,,,,,,,,,,,BGC6,3739162,3743421,NRPS-like,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,shared,NC_003424,17798,NC_003424.3.region001,824523,899527,NRPS,,,,0.4275020909117406,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC1,854523,872320,NRPS,,,,no,no
Schizosaccharomyces_pombe_972h,fungi,shared,NC_003424,12515,NC_003424.3.region002,1323452,1354700,terpene,,,,0.2617463454824686,viguiepinol,Streptomyces sp. KO-3988,BGC3,1335928,1348442,PPPS,FBGC00069,3.7,viridicatumtoxin,no,no
Schizosaccharomyces_pombe_972h,fungi,shared,NC_003424,2316,NC_003424.3.region003,2277801,2310116,terpene,100,BGC0001248.3,clavaric acid,0.7862045859722311,clavaric acid,Hypholoma sublateritium,BGC5,2292801,2295116,TC (SHC/OSC),,,,no,no
Spizellomyces_punctatus_DAOM_BR117,fungi,funbgcex_only,NW_015971537,0,,,,,,,,,,,BGC2,648916,656573,"TC (SHC/OSC), TC (SHC/OSC)",FBGC00774,16.0,aspterric acid,no,no
