atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
46	atlas_context	dataset_family_atlas	10454	mix	FAM_00111	FAM_00111;FAM_00136	1	1		0	1	present	PKS.other;mix	T1PKS.indole	1		43	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001301.1.region004	BGC5	PKS;indole	FAM_00111;FAM_00136	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	BGC0000022.3 | asperfuranone; clustercompare 0.7546603407878172: prolipyrone B, gibepyrone D; FBGC00251 100.0: shamixanthone	asperfuranone	shamixanthone	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001301.1.region004 represents BiG-SCAPE CC 10454 (FAM_00111) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000022.3 | asperfuranone; clustercompare 0.7546603407878172: prolipyrone B, gibepyrone D; FBGC00251 100.0: shamixanthone, but product identity is not assigned.
47	atlas_context	dataset_family_atlas	5189	mix	FAM_00071	FAM_00071;FAM_00189	1	1		0	1	present	NRPS;mix	NRPS	1		44	8	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000020.1.region001	BGC18	NRPS	FAM_00071;FAM_00189	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7361861946961582: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00347 25.5: fusahexin		fusahexin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000020.1.region001 represents BiG-SCAPE CC 5189 (FAM_00071) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7361861946961582: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00347 25.5: fusahexin, but product identity is not assigned.
48	atlas_context	dataset_family_atlas	1525	mix	FAM_00033	FAM_00033;FAM_00206	1	1		0	1	present	NRPS.PKS;mix	NRPS-like.T1PKS	1		45	8	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000121.1.region001	BGC59	NRPS;PKS	FAM_00033;FAM_00206	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	BGC0002204.3 | flavichalasine F/flavichalasine G/aspochalasin C/aspochalasin E/aspochalasin M/TMC-169/aspergillin PZ; clustercompare 0.7432922525341126: prolipyrone B, gibepyrone D; FBGC00264 10.1: trihazone F	flavichalasine F/flavichalasine G/aspochalasin C/aspochalasin E/aspochalasin M/TMC-169/aspergillin PZ	trihazone F	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000121.1.region001 represents BiG-SCAPE CC 1525 (FAM_00033) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002204.3 | flavichalasine F/flavichalasine G/aspochalasin C/aspochalasin E/aspochalasin M/TMC-169/aspergillin PZ; clustercompare 0.7432922525341126: prolipyrone B, gibepyrone D; FBGC00264 10.1: trihazone F, but product identity is not assigned.
49	atlas_context	dataset_family_atlas	12038	mix	FAM_00128	FAM_00128;FAM_00173	1	1		0	1	present	PKS;mix	T1PKS	1		46	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001302.1.region010	BGC14	PKS	FAM_00128;FAM_00173	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7649901469602947: prolipyrone B, gibepyrone D; FPROT00022 23.8: phaeospelide A		phaeospelide A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001302.1.region010 represents BiG-SCAPE CC 12038 (FAM_00128) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7649901469602947: prolipyrone B, gibepyrone D; FPROT00022 23.8: phaeospelide A, but product identity is not assigned.
50	atlas_context	dataset_family_atlas	3564	mix	FAM_00053	FAM_00053;FAM_00224	1	1		0	1	present	mix;terpene	terpene	1		48	8	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000034.1.region001	BGC25	terpene	FAM_00053;FAM_00224	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7240348095499566: stellatic acid; FBGC00760 56.6: myrothec-15(17)-en-7,19-diol		myrothec-15(17)-en-7,19-diol	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000034.1.region001 represents BiG-SCAPE CC 3564 (FAM_00053) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7240348095499566: stellatic acid; FBGC00760 56.6: myrothec-15(17)-en-7,19-diol, but product identity is not assigned.
51	atlas_context	dataset_family_atlas	9782	mix	FAM_00102	FAM_00102;FAM_00196	1	1		0	1	present	NRPS;mix	NRPS	1		49	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001306.1.region009	BGC40	NRPS	FAM_00102;FAM_00196	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	BGC0000404.4 | penicillin; clustercompare 0.6960452374621763: xenematide; FBGC00387 100.0: penicillin G	penicillin	penicillin G	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_nidulans_FGSC_A4 BN001306.1.region009 represents BiG-SCAPE CC 9782 (FAM_00102) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000404.4 | penicillin; clustercompare 0.6960452374621763: xenematide; FBGC00387 100.0: penicillin G, but product identity is not assigned.
52	atlas_context	dataset_family_atlas	7629	mix	FAM_00088	FAM_00088;FAM_00161	1	1		0	1	present	PKS;mix	T1PKS	1		50	8	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000124.1.region001	BGC60	PKS	FAM_00088;FAM_00161	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001268.4 | fusarin C; clustercompare 0.6096298471996292: asperlactone	fusarin C		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50	Darksidea_phi_DS919 JASJFT010000124.1.region001 represents BiG-SCAPE CC 7629 (FAM_00088) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001268.4 | fusarin C; clustercompare 0.6096298471996292: asperlactone, but product identity is not assigned.
53	atlas_context	dataset_family_atlas	3377	mix	FAM_00051	FAM_00051;FAM_00151	1	1		0	1	present	PKS;mix	T1PKS	1		51	8	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000136.1.region001	BGC62	PKS	FAM_00051;FAM_00151	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7518352220767436: prolipyrone B, gibepyrone D; FPROT00023 18.0: soppiline C		soppiline C	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000136.1.region001 represents BiG-SCAPE CC 3377 (FAM_00051) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7518352220767436: prolipyrone B, gibepyrone D; FPROT00023 18.0: soppiline C, but product identity is not assigned.
54	atlas_context	dataset_family_atlas	4716	mix	FAM_00064	FAM_00064;FAM_00270	1	1		0	1	present	PKS.other.terpene;mix	T1PKS.indole.terpene	1		52	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000046.1.region001	BGC33	PKS;terpene;indole	FAM_00064;FAM_00270	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	BGC0002539.3 | Chaetoglobosin P; clustercompare 0.6580321599220124: prolipyrone B, gibepyrone D; FPROT00040 22.5: (-)-sandaracopimaradiene	Chaetoglobosin P	(-)-sandaracopimaradiene	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000046.1.region001 represents BiG-SCAPE CC 4716 (FAM_00064) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002539.3 | Chaetoglobosin P; clustercompare 0.6580321599220124: prolipyrone B, gibepyrone D; FPROT00040 22.5: (-)-sandaracopimaradiene, but product identity is not assigned.
55	atlas_context	dataset_family_atlas	4986	mix	FAM_00067	FAM_00067;FAM_00154	1	1		0	1	present	PKS;mix	T1PKS	1		53	7	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001307.1.region001	BGC41	PKS	FAM_00067;FAM_00154	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7287004730676406: prolipyrone B, gibepyrone D; FBGC00310 3.0: fusaric acid		fusaric acid	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Aspergillus_nidulans_FGSC_A4 BN001307.1.region001 represents BiG-SCAPE CC 4986 (FAM_00067) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7287004730676406: prolipyrone B, gibepyrone D; FBGC00310 3.0: fusaric acid, but product identity is not assigned.
56	atlas_context	dataset_family_atlas	10363	mix	FAM_00109	FAM_00109;FAM_00167	1	1		0	1	present	PKS;mix	T1PKS	1		54	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000142.1.region001	BGC63	PKS	FAM_00109;FAM_00167	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.6638339864402432: CIML B, CIML A, CIML D, CIML C; FBGC00577 12.0: CIML D		CIML D	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000142.1.region001 represents BiG-SCAPE CC 10363 (FAM_00109) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6638339864402432: CIML B, CIML A, CIML D, CIML C; FBGC00577 12.0: CIML D, but product identity is not assigned.
57	atlas_context	dataset_family_atlas	9790	mix	FAM_00103	FAM_00103;FAM_00165	1	1		0	1	present	PKS;mix	T1PKS	1		55	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000027.1.region001	BGC20	PKS	FAM_00103;FAM_00165	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7456398361148656: prolipyrone B, gibepyrone D; FBGC00555 5.5: sphingofungins		sphingofungins	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000027.1.region001 represents BiG-SCAPE CC 9790 (FAM_00103) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7456398361148656: prolipyrone B, gibepyrone D; FBGC00555 5.5: sphingofungins, but product identity is not assigned.
58	atlas_context	dataset_family_atlas	3666	mix	FAM_00054	FAM_00054;FAM_00188	1	1		0	1	present	NRPS;mix	NRPS.NRPS-like	1		56	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000104.1.region001	BGC54	NRPS	FAM_00054;FAM_00188	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.6913601528482506: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00347 24.4: fusahexin		fusahexin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000104.1.region001 represents BiG-SCAPE CC 3666 (FAM_00054) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6913601528482506: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00347 24.4: fusahexin, but product identity is not assigned.
59	atlas_context	dataset_family_atlas	10786	mix	FAM_00114	FAM_00114;FAM_00210	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		57	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000006.1.region001	BGC8	NRPS;PKS	FAM_00114;FAM_00210	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7294080021687753: prolipyrone B, gibepyrone D; FBGC00528 5.8: tricholignan A		tricholignan A	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000006.1.region001 represents BiG-SCAPE CC 10786 (FAM_00114) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7294080021687753: prolipyrone B, gibepyrone D; FBGC00528 5.8: tricholignan A, but product identity is not assigned.
60	atlas_context	dataset_family_atlas	874	mix	FAM_00030	FAM_00030;FAM_00145	1	1		0	1	present	PKS;mix	T1PKS	1		58	7	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001308.1.region008	BGC61	PKS	FAM_00030;FAM_00145	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	BGC0001338.4 | citrinin; clustercompare 0.6561592408644206: alternariol; FBGC00217 96.5: 2-ethyl-4,6-dihydroxy-3,5-dimethylbenzaldehyde	citrinin	2-ethyl-4,6-dihydroxy-3,5-dimethylbenzaldehyde	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001308.1.region008 represents BiG-SCAPE CC 874 (FAM_00030) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001338.4 | citrinin; clustercompare 0.6561592408644206: alternariol; FBGC00217 96.5: 2-ethyl-4,6-dihydroxy-3,5-dimethylbenzaldehyde, but product identity is not assigned.
61	atlas_context	dataset_family_atlas	10119	mix	FAM_00105	FAM_00105;FAM_00239	1	1		0	1	present	mix;terpene	terpene	1		59	7	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001306.1.region006	BGC36	terpene	FAM_00105;FAM_00239	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5320618593578432: ascofuranone; FBGC00669 15.2: cordycepin		cordycepin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001306.1.region006 represents BiG-SCAPE CC 10119 (FAM_00105) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5320618593578432: ascofuranone; FBGC00669 15.2: cordycepin, but product identity is not assigned.
62	atlas_context	dataset_family_atlas	585	mix	FAM_00026	FAM_00026;FAM_00215	1	1		0	1	present	mix;terpene	terpene	1		60	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000102.1.region001	BGC52	terpene	FAM_00026;FAM_00215	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7769351818265215: stellatic acid; FBGC00185 51.1: talarodiendione		talarodiendione	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000102.1.region001 represents BiG-SCAPE CC 585 (FAM_00026) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7769351818265215: stellatic acid; FBGC00185 51.1: talarodiendione, but product identity is not assigned.
63	atlas_context	dataset_family_atlas	2368	mix	FAM_00040	FAM_00040;FAM_00148	1	1		0	1	present	PKS;mix	T1PKS	1		61	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000047.1.region001	BGC34	PKS	FAM_00040;FAM_00148	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.744343993411097: prolipyrone B, gibepyrone D; FBGC00555 6.1: sphingofungins		sphingofungins	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000047.1.region001 represents BiG-SCAPE CC 2368 (FAM_00040) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.744343993411097: prolipyrone B, gibepyrone D; FBGC00555 6.1: sphingofungins, but product identity is not assigned.
64	atlas_context	dataset_family_atlas	1346	mix	FAM_00031	FAM_00031;FAM_00146	1	1		0	1	present	PKS;mix	T1PKS	1		62	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000154.1.region001	BGC67	PKS	FAM_00031;FAM_00146	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7272673291734405: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000154.1.region001 represents BiG-SCAPE CC 1346 (FAM_00031) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7272673291734405: prolipyrone B, gibepyrone D, but product identity is not assigned.
65	atlas_context	dataset_family_atlas	9757	mix	FAM_00101	FAM_00101;FAM_00195	1	1		0	1	present	NRPS;mix	NRP-metallophore.NRPS	1		63	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000112.1.region001	BGC56	NRPS	FAM_00101;FAM_00195	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.6769900429939939: epichloenin A; FBGC00372 53.9: triacetylfusarinine C/hydroxyferricrocin		triacetylfusarinine C/hydroxyferricrocin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000112.1.region001 represents BiG-SCAPE CC 9757 (FAM_00101) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6769900429939939: epichloenin A; FBGC00372 53.9: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
66	atlas_context	dataset_family_atlas	10900	mix	FAM_00116	FAM_00116;FAM_00262	1	1		0	1	present	PKS.terpene;mix	T1PKS.terpene	1		64	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000094.1.region001	BGC50	PKS;terpene	FAM_00116;FAM_00262	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.704148684310115: ACT-Toxin II			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000094.1.region001 represents BiG-SCAPE CC 10900 (FAM_00116) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.704148684310115: ACT-Toxin II, but product identity is not assigned.
67	atlas_context	dataset_family_atlas	4920	mix	FAM_00066	FAM_00066;FAM_00153	1	1		0	1	present	PKS;mix	T1PKS	1		65	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000004.1.region001	BGC4	PKS	FAM_00066;FAM_00153	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7279869682844873: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000004.1.region001 represents BiG-SCAPE CC 4920 (FAM_00066) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7279869682844873: prolipyrone B, gibepyrone D, but product identity is not assigned.
68	atlas_context	dataset_family_atlas	2580	mix	FAM_00041	FAM_00041;FAM_00207	1	1		0	1	present	NRPS.PKS;mix	NRPS-like.T1PKS	1		66	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000115.1.region001	BGC58	NRPS;PKS	FAM_00041;FAM_00207	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	BGC0002261.2 | lucilactaene; clustercompare 0.6330346824489373: (-)-Mellein; FBGC00595 10.0: NG-391	lucilactaene	NG-391	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000115.1.region001 represents BiG-SCAPE CC 2580 (FAM_00041) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002261.2 | lucilactaene; clustercompare 0.6330346824489373: (-)-Mellein; FBGC00595 10.0: NG-391, but product identity is not assigned.
69	atlas_context	dataset_family_atlas	5100	mix	FAM_00069	FAM_00069;FAM_00155	1	1		0	1	present	PKS;mix	T1PKS	1		67	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000088.1.region001	BGC48	PKS	FAM_00069;FAM_00155	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.706826115351647: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000088.1.region001 represents BiG-SCAPE CC 5100 (FAM_00069) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.706826115351647: prolipyrone B, gibepyrone D, but product identity is not assigned.
70	atlas_context	dataset_family_atlas	9377	mix	FAM_00098	FAM_00098;FAM_00163	1	1		0	1	present	PKS;mix	T1PKS	1		68	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000055.1.region001	BGC37	PKS	FAM_00098;FAM_00163	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7366206701227115: cichorine; FBGC00666 9.3: nornidulin		nornidulin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000055.1.region001 represents BiG-SCAPE CC 9377 (FAM_00098) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7366206701227115: cichorine; FBGC00666 9.3: nornidulin, but product identity is not assigned.
71	atlas_context	dataset_family_atlas	2722	mix	FAM_00045	FAM_00045;FAM_00150	1	1		0	1	present	PKS;mix	T1PKS	1		69	7	tier_3	Darksidea_phi_DS919	UNLABELED	JASJFT010000005.1.region002	BGC7	PKS	FAM_00045;FAM_00150	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7530230836724242: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000005.1.region002 represents BiG-SCAPE CC 2722 (FAM_00045) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7530230836724242: prolipyrone B, gibepyrone D, but product identity is not assigned.
