genome,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Coprinopsis_cinerea_okayama7_130,NW_003307536,7218,NW_003307536.1.region002,1882890,1915216,terpene,100,BGC0002708.2,(+)-δ-cadinol,0.7922868660261826,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,BGC18,1897890,1905107,TC (Class1),FBGC00448,100.0,germacrene A,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307537,0,,,,,,,,,,,BGC16,765267,767021,TC (SHC/OSC),,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307537,10083,NW_003307537.1.region001,131208,196769,PKS,,,,0.6289907227580657,(-)-Mellein,Parastagonospora nodorum,BGC15,156687,166769,NR-PKS,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307537,0,NW_003307537.1.region002,1534008,1565249,terpene,,,,0.2035842009848421,tryptoquialanine,Penicillium aethiopicum,,,,,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307538,0,NW_003307538.1.region001,563393,595557,terpene,,,,0.5355463600657356,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307538,7990,NW_003307538.1.region002,799865,865917,NRPS,,,,0.23456579588688706,zealexin A1,Zea mays,BGC13,827928,835917,NRPS-like,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307538,5809,NW_003307538.1.region003,2088326,2121363,terpene,100,BGC0001248.3,clavaric acid,0.8261983639864405,clavaric acid,Hypholoma sublateritium,BGC14,2100555,2106363,TC (SHC/OSC),FBGC00468,7.6,cephalosporin P1,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307539,0,,,,,,,,,,,BGC12,1360494,1362370,PT (UbiA),,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307540,0,,,,,,,,,,,BGC10,431618,433071,PT (UbiA),FBGC00713,4.5,clavilactone A,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307540,0,,,,,,,,,,,BGC11,1913487,1914811,PT (UbiA),,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307540,0,,,,,,,,,,,BGC9,411095,412766,PT (UbiA),,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307541,0,,,,,,,,,,,BGC6,1493715,1494989,PT (UbiA),,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307541,0,NW_003307541.1.region001,128339,160107,terpene,,,,0.3552048860754482,beauvericin,Beauveria bassiana,,,,,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307541,5820,NW_003307541.1.region002,2137433,2168690,terpene,,,,0.39044011129459144,penifulvin A,Penicillium griseofulvum,BGC7,2147871,2153690,TC (Class1),FBGC00451,100.0,delta-cadinene,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307541,0,NW_003307541.1.region003,2302988,2350286,other,,,,0.4048844061782361,"trienylfuranol A, sporothriolide, dihydrosporothriolide, deoxysporothric acid, dihydroisosporothric acid, sporothric acid, isosporothric acid, sporochartine B",Hypomontagnella monticulosa,,,,,,,,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307541,1237,NW_003307541.1.region004,2684724,2715960,terpene,60,BGC0002707.2,(+)-δ-cadinol,0.8126005363426164,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,BGC8,2699724,2700960,TC (Class1),FBGC00449,100.0,germacrene A,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307542,5796,NW_003307542.1.region001,586083,617435,terpene,,,,0.5543441666920144,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC4,596640,602435,PPPS,FBGC00800,17.0,(-)-vinigrol or its analogue,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307542,1825,NW_003307542.1.region002,2362405,2394229,terpene,,,,0.30685333411861737,"calidoustene A, calidoustene B, calidoustene C",Aspergillus calidoustus,BGC5,2377405,2379229,TC (AstC),FBGC00437,18.7,(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307543,1785,NW_003307543.1.region001,644455,676239,terpene,100,BGC0002708.2,(+)-δ-cadinol,0.7921097673428111,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,BGC2,659455,661239,TC (Class1),FBGC00450,100.0,alpha-muurolene,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307543,11221,NW_003307543.1.region002,1401232,1469190,NRPS,,,,0.6265794315309708,"serinocyclin A, serinocyclin B",Metarhizium robertsii,BGC3,1430622,1441842,NRPS,FBGC00613,100.0,coprinoferrin,no,no
Coprinopsis_cinerea_okayama7_130,NW_003307544,5103,NW_003307544.1.region001,1254687,1286438,terpene,,,,0.3027718024600962,"calidoustene A, calidoustene B, calidoustene C",Aspergillus calidoustus,BGC1,1266336,1271438,TC (AstC),,,,no,no
Cordyceps_militaris_CM01,NW_006271969,0,,,,,,,,,,,BGC1,1715677,1719646,PPPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271969,0,,,,,,,,,,,BGC3,2040604,2049673,NRPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271969,29474,NW_006271969.1.region001,1967761,2079673,NRPS;PKS,,,,0.6673623194877417,FR901512,fungal sp. No.14919,BGC2,1996032,2025505,HR-PKS,FBGC00749,6.1,terramides,no,no
Cordyceps_militaris_CM01,NW_006271969,4249,NW_006271969.1.region002,2236887,2301135,NRPS,,,,0.6015067761684292,epichloenin A,Epichloe festucae,BGC4,2266887,2271135,NRPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271969,32732,NW_006271969.1.region003,4087047,4175862,NRPS;PKS,100,BGC0002259.2,beauveriolide I/beauveriolide III,0.9811275528138894,"beauveriolide I, beauveriolide III",Cordyceps militaris CM01,BGC5,4113131,4145862,"HR-PKS, NRPS",FBGC00297,99.2,beauveriolide I,no,yes
Cordyceps_militaris_CM01,NW_006271969,21644,NW_006271969.1.region004,4860305,4927848,PKS,,,,0.6618478366079928,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC6,4885091,4906734,HR-PKS,FBGC00748,13.9,cerulenin,no,no
Cordyceps_militaris_CM01,NW_006271969,38343,NW_006271969.1.region005,5451892,5533992,NRPS,,,,0.6210575857840736,"serinocyclin A, serinocyclin B",Metarhizium robertsii,BGC7,5465650,5503992,"NRPS, TC (SalTPS)",FBGC00372,50.3,triacetylfusarinine C/hydroxyferricrocin,no,no
Cordyceps_militaris_CM01,NW_006271969,5586,NW_006271969.1.region006,5556556,5618595,other,,,,0.45054865867506977,paerucumarin,Pseudomonas aeruginosa PAO1,BGC8,5586556,5592141,ICS,FPROT00044,8.1,chlamonitriles E/F,no,no
Cordyceps_militaris_CM01,NW_006271969,40604,NW_006271969.1.region007,6181521,6248454,PKS,55,BGC0001866.4,viriditoxin,0.6787153972099936,YWA1,Aspergillus oryzae RIB40,BGC9,6193555,6234158,NR-PKS,FBGC00236,36.6,viriditoxin,yes,yes
Cordyceps_militaris_CM01,NW_006271970,0,,,,,,,,,,,BGC12,2090291,2097717,RiPP PP,,,,no,no
Cordyceps_militaris_CM01,NW_006271970,0,,,,,,,,,,,BGC17,4675370,4688544,NRPS-like,,,,no,no
Cordyceps_militaris_CM01,NW_006271970,0,NW_006271970.1.region001,340090,399189,RiPP,36,BGC0000627.4,ustiloxin B,0.4526863642828126,melanin,Streptomyces griseus subsp. griseus NBRC 13350,,,,,,,,no,no
Cordyceps_militaris_CM01,NW_006271970,20033,NW_006271970.1.region002,1369952,1438884,PKS,,,,0.661651346331671,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC10,1397487,1417519,HR-PKS,FBGC00780,89.6,polyol lipids,no,no
Cordyceps_militaris_CM01,NW_006271970,15537,NW_006271970.1.region003,1632105,1696976,NRPS,,,,0.678847593266819,enniatin,Fusarium equiseti,BGC11,1651440,1666976,NRPS-PKS,FBGC00254,100.0,tenuazonic acid,no,no
Cordyceps_militaris_CM01,NW_006271970,3861,NW_006271970.1.region004,2419166,2483026,NRPS,100,BGC0002276.2,choline,0.8037422400268772,choline,Aspergillus nidulans FGSC A4,BGC13,2449166,2453026,NRPS-like,FBGC00338,64.5,choline,yes,yes
Cordyceps_militaris_CM01,NW_006271970,24411,NW_006271970.1.region005,3541961,3572703,terpene,50,BGC0000667.3,PR-toxin,0.5898114428354299,PR-toxin,Penicillium roqueforti FM164,BGC14,3548293,3590951,"TC (Class1), PPPS",FBGC00684,53.8,sporogen AO-1,no,no
Cordyceps_militaris_CM01,NW_006271970,0,NW_006271970.1.region006,3573125,3604897,terpene,,,,0.6573978721570132,preaspterpenacid I,Aspergillus terreus NIH2624,,,,,,,,no,no
Cordyceps_militaris_CM01,NW_006271970,3587,NW_006271970.1.region007,4028263,4059365,terpene,,,,0.3225141288955406,sansalvamide,[Nectria] haematococca mpVI 77-13-4,BGC15,4040779,4044365,PPPS,FBGC00069,3.9,viridicatumtoxin,no,no
Cordyceps_militaris_CM01,NW_006271970,26521,NW_006271970.1.region008,4182343,4255710,NRPS,,,,0.7090315120665553,AM-toxin,Alternaria alternata,BGC16,4201881,4228401,NRPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271971,0,,,,,,,,,,,BGC21,2470176,2481738,PT (DMATS),FBGC00758,12.0,"Fusarium tricinctum strain MPI-SDFR-AT-0068 BKA59scaffold_4, whole genome shotgun sequence",no,no
Cordyceps_militaris_CM01,NW_006271971,0,,,,,,,,,,,BGC23,3553778,3560640,NRPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271971,9994,NW_006271971.1.region001,91200,157949,PKS,7,BGC0002063.3,cryptosporioptide B/cryptosporioptide A/cryptosporioptide C,0.6836227365793527,YWA1,Aspergillus oryzae RIB40,BGC18,117956,127949,NR-PKS,FBGC00728,55.3,"1,8-dihydroxynaphthalene",no,no
Cordyceps_militaris_CM01,NW_006271971,8222,NW_006271971.1.region002,242848,274242,terpene,,,,0.5652636912292884,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC19,251021,259242,PPPS,FBGC00800,23.2,(-)-vinigrol or its analogue,no,no
Cordyceps_militaris_CM01,NW_006271971,1116,NW_006271971.1.region003,1543331,1574446,terpene,,,,0.2857751261986109,ergovaline,Epichloe festucae var. lolii,BGC20,1558331,1559446,TC (Class1),,,,no,no
Cordyceps_militaris_CM01,NW_006271971,23109,NW_006271971.1.region004,3503472,3590640,NRPS;PKS,,,,0.7172915419175381,fusarin C,Fusarium fujikuroi,BGC22,3526865,3549973,PKS-NRPS,FBGC00292,16.2,cordypyrone B,no,no
Cordyceps_militaris_CM01,NW_006271972,0,,,,,,,,,,,BGC26,1782542,1789014,TC (SHC/OSC),,,,no,no
Cordyceps_militaris_CM01,NW_006271972,0,,,,,,,,,,,BGC27,4011195,4021776,RiPP PP,,,,no,no
Cordyceps_militaris_CM01,NW_006271972,9130,NW_006271972.1.region001,141644,205500,NRPS,,,,0.40878675695677724,myxoprincomide-c506,Myxococcus xanthus DK 1622,BGC24,168741,177870,NRPS-like,,,,no,no
Cordyceps_militaris_CM01,NW_006271972,7487,NW_006271972.1.region002,846901,910624,NRPS,,,,0.4747030996164169,"fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol",Aspergillus fumigatus A1163,BGC25,873138,880624,NRPS,,,,no,no
Cordyceps_militaris_CM01,NW_006271973,20321,NW_006271973.1.region001,996862,1062288,NRPS,87,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7658298442716649,dimethylcoprogen,Alternaria alternata,BGC28,1011968,1032288,NRPS,FBGC00373,29.4,triacetylfusarinine C/hydroxyferricrocin,no,no
Cordyceps_militaris_CM01,NW_006271974,0,,,,,,,,,,,BGC30,582955,584184,PT (UbiA),,,,no,no
Cordyceps_militaris_CM01,NW_006271974,0,,,,,,,,,,,BGC32,2972385,2980266,PT (UbiA),,,,no,no
Cordyceps_militaris_CM01,NW_006271974,7329,NW_006271974.1.region001,1,38729,NRPS,100,BGC0000307.4,AbT1,0.6242981401206953,AbT1,Aureobasidium pullulans,BGC29,3414,10742,NRPS,FBGC00199,12.8,atranorin,no,no
Cordyceps_militaris_CM01,NW_006271974,0,NW_006271974.1.region002,1078267,1109834,terpene,40,BGC0001839.3,squalestatin S1,0.6493752201019671,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Cordyceps_militaris_CM01,NW_006271974,38906,NW_006271974.1.region003,2321316,2405136,NRPS;PKS,,,,0.7534938761852032,6-methylsalicyclic acid,Glarea lozoyensis,BGC31,2338164,2377069,"PKS-NRPS, HR-PKS",FBGC00571,86.2,decarestricitine C1,no,no
Cordyceps_militaris_CM01,NW_006271975,50644,NW_006271975.1.region001,27981,100581,NRPS;PKS,83,BGC0001218.3,fumosorinone,0.7505529108138915,fusarin C,Fusarium fujikuroi,BGC33,31628,82271,PKS-NRPS,FBGC00596,76.1,desmethylbassianin,no,no
Cordyceps_militaris_CM01,NW_006271975,21739,NW_006271975.1.region002,307085,386893,NRPS,7,BGC0002198.3,nanangelenin B/terreazepine,0.4226945182866944,citreohybridonol,Aspergillus stellatus,BGC34,327655,349393,"PT (UbiA), ICS, NRPS-like",FBGC00541,61.9,(S)-2-isocyanoisovaleric acid,no,no
Cordyceps_militaris_CM01,NW_006271975,1068,NW_006271975.1.region003,1072481,1103548,terpene,,,,0.31646873307761125,nidulanin A,Aspergillus nidulans FGSC A4,BGC35,1087481,1088548,TC (Pyr4),,,,no,no
Cordyceps_militaris_CM01,NW_006271975,6093,NW_006271975.1.region004,1558382,1621743,NRPS,,,,0.42517119624865973,"emerimicin V, emerimicin VI, emerimicin VII, emerimicin VIII, emerimicin IX, emerimicin X",Acremonium sp.,BGC36,1585651,1591743,NRPS-like,,,,no,no
Cordyceps_militaris_CM01,NW_006271975,9161,NW_006271975.1.region005,1702598,1751671,NRPS,100,BGC0002174.2,ε-Poly-L-lysine,0.6776434531333716,ε-Poly-L-lysine,Epichloe festucae,BGC37,1725098,1734258,NRPS-like,FBGC00614,59.9,epsilon-poly-L-lysine,no,yes
Cordyceps_militaris_CM01,NW_006271975,41068,NW_006271975.1.region006,2582208,2649723,PKS,,,,0.7512183696723201,ACT-Toxin II,Alternaria alternata,BGC38,2601765,2642832,HR-PKS,,,,no,no
Cordyceps_militaris_CM01,NW_006271977,18772,NW_006271977.1.region001,1,67835,NRPS;PKS,,,,0.7301097091910916,asperlactone,Aspergillus ochraceus,BGC39,19064,37835,"HR-PKS, NRPS",FBGC00292,100.0,cordypyrone B,no,no
Cordyceps_militaris_CM01,NW_006271977,2304,NW_006271977.1.region002,650507,682810,terpene,100,BGC0001248.3,clavaric acid,0.7901552727751754,clavaric acid,Hypholoma sublateritium,BGC40,665507,667810,TC (SHC/OSC),FPROT00020,4.7,arthripenoids,no,no
Cryptococcus_neoformans_H99,NC_026747,0,NC_026747.1.region001,334590,366513,terpene,,,,0.5319476289874133,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Cryptococcus_neoformans_H99,NC_026748,0,,,,,,,,,,,BGC1,559163,563595,PT (UbiA),,,,no,no
Cryptococcus_neoformans_H99,NC_026749,7466,NC_026749.1.region001,1109966,1142880,terpene,100,BGC0001248.3,clavaric acid,0.7998363094477817,clavaric acid,Hypholoma sublateritium,BGC2,1121997,1129462,TC (SHC/OSC),,,,no,no
Cryptococcus_neoformans_H99,NC_026750,4387,NC_026750.1.region001,1225228,1256779,terpene,,,,0.2752118582373169,acetylaranotin,Aspergillus terreus NIH2624,BGC3,1240228,1244614,PPPS,FBGC00069,3.5,viridicatumtoxin,no,no
Cryptococcus_neoformans_H99,NC_026752,0,,,,,,,,,,,BGC4,1346038,1350502,NRPS-like,,,,no,no
Cryptococcus_neoformans_H99,NC_026753,19911,NC_026753.1.region001,1118103,1149516,terpene,,,,0.5579698491031291,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC5,1129606,1149711,PPPS,FBGC00476,16.8,aflatrem,no,no
Cryptococcus_neoformans_H99,NC_026754,19850,NC_026754.1.region001,847803,911405,NRPS,,,,0.570962283345738,fusarin C,Fusarium fujikuroi,BGC6,861556,881405,NRPS-like,,,,no,no
Cryptococcus_neoformans_H99,NC_026755,0,,,,,,,,,,,BGC7,559536,560976,PT (UbiA),,,,no,no
Debaryomyces_hansenii_CBS767,NC_006043,0,,,,,,,,,,,BGC1,1156011,1157201,PT (UbiA),,,,no,no
Debaryomyces_hansenii_CBS767,NC_006043,0,NC_006043.2.region001,988620,1019786,terpene,,,,,,,,,,,,,,no,no
Debaryomyces_hansenii_CBS767,NC_006045,6444,NC_006045.2.region001,504634,536823,terpene,,,,0.7810726006188741,clavaric acid,Hypholoma sublateritium,BGC2,519634,526077,TC (SHC/OSC),,,,no,no
Debaryomyces_hansenii_CBS767,NC_006046,0,,,,,,,,,,,BGC3,648912,653108,NRPS-like,,,,no,no
Debaryomyces_hansenii_CBS767,NC_006046,0,NC_006046.2.region001,205331,236674,terpene,,,,0.5335147072419603,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Debaryomyces_hansenii_CBS767,NC_006047,0,,,,,,,,,,,BGC4,254094,259220,TC (SHC/OSC),,,,no,no
Debaryomyces_hansenii_CBS767,NC_006047,0,NC_006047.2.region001,1937254,1968294,terpene,,,,0.5463251864959981,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Debaryomyces_hansenii_CBS767,NC_006048,0,,,,,,,,,,,BGC5,1566427,1567815,PT (UbiA),,,,no,no
Debaryomyces_hansenii_CBS767,NC_006048,0,NC_006048.2.region001,700178,731230,terpene,,,,0.2702008648159846,itaconic acid,Ustilago maydis,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,0,,,,,,,,,,,BGC2,547260,550802,RiPP PP,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,0,,,,,,,,,,,BGC5,6233056,6240989,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,26921,NC_036622.1.region001,151990,219795,NRPS,,,,0.6584555493178457,AM-toxin,Alternaria alternata,BGC1,176018,202938,NRPS,FBGC00749,5.9,terramides,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,2048,NC_036622.1.region002,3646005,3677132,terpene,,,,0.29217449743751855,O-antigen,Xanthomonas oryzae pv. oryzae,BGC3,3660085,3662132,TC (Class1),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,7769,NC_036622.1.region003,5766569,5829897,NRPS,,,,0.41817101721096217,aspcandine,Aspergillus candidus,BGC4,5795522,5803290,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,14516,NC_036622.1.region004,6205422,6297312,NRPS;PKS,,,,0.7296425439627736,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC6,6259132,6273647,HR-PKS,FBGC00697,11.8,fusarilin A,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,19099,NC_036622.1.region005,6451781,6483574,terpene,,,,0.49312300733889386,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,BGC7,6450605,6470879,TC (Class1),FBGC00651,69.8,tricinonoic acid,no,no
Fusarium_fujikuroi_IMI_58289,NC_036622,45387,NC_036622.1.region006,6503353,6564208,NRPS,90,BGC0000304.4,apicidin,0.7582016755226905,HC-toxin,Alternaria jesenskae,BGC8,6502272,6548739,NRPS,FBGC00068,100.0,apicidin F,no,yes
Fusarium_fujikuroi_IMI_58289,NC_036623,0,,,,,,,,,,,BGC9,55766,61828,TC (SHC/OSC),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036623,34358,NC_036623.1.region001,2195751,2279651,NRPS,,,,0.6741135006828141,epichloenin A,Epichloe festucae,BGC10,2220016,2254373,NRPS,FBGC00372,49.2,triacetylfusarinine C/hydroxyferricrocin,no,no
Fusarium_fujikuroi_IMI_58289,NC_036623,0,NC_036623.1.region002,3601014,3632563,terpene,40,BGC0001839.3,squalestatin S1,0.6490231892525236,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036623,31350,NC_036623.1.region003,4077668,4109017,terpene,,,,0.7754031844488621,koraiol,Fusarium fujikuroi IMI 58289,BGC11,4076598,4119751,TC (Class1),FBGC00461,100.0,eremophilene,no,no
Fusarium_fujikuroi_IMI_58289,NC_036623,27155,NC_036623.1.region004,4266541,4333612,PKS,100,BGC0001242.3,oxyjavanicin,0.9765340290387754,oxyjavanicin,Fusarium fujikuroi,BGC12,4284185,4311339,NR-PKS,FBGC00245,99.2,fusarubin,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,0,,,,,,,,,,,BGC15,709629,712699,PT (UbiA),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,0,,,,,,,,,,,BGC16,1982467,1985143,TC (SHC/OSC),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,0,,,,,,,,,,,BGC17,2578991,2582908,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,56385,NC_036624.1.region001,30859,125573,NRPS;PKS,75,BGC0001190.3,fusaric acid,0.6647425889153691,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC13,56529,112913,"HR-PKS, NRPS-like",FBGC00310,99.0,fusaric acid,yes,yes
Fusarium_fujikuroi_IMI_58289,NC_036624,64154,NC_036624.1.region002,299709,371970,NRPS;PKS,54,BGC0001255.4,equisetin,0.7688972157002002,FR901512,fungal sp. No.14919,BGC14,306750,370903,PKS-NRPS,FBGC00267,98.3,trichosetin,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,0,NC_036624.1.region003,3178407,3209521,terpene,,,,0.24122232612545794,viridicatumtoxin,Penicillium aethiopicum,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,0,NC_036624.1.region004,4118411,4161042,other,,,,0.3091404361458849,"belactosin A, belactosin C",Streptomyces sp.,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,3855,NC_036624.1.region005,4507841,4571695,NRPS,100,BGC0002276.2,choline,0.806420179302468,choline,Aspergillus nidulans FGSC A4,BGC18,4537841,4541695,NRPS-like,FBGC00338,66.0,choline,yes,yes
Fusarium_fujikuroi_IMI_58289,NC_036624,0,NC_036624.1.region006,4623940,4655453,other,100,BGC0002163.3,fusatin/fusatinic acid/8-oxo-fusatin/8-oxo-isopentenyladenine,0.7899711819210282,"fusatin, fusatinic acid, 8-oxo-fusatin, 8-oxo-isopentenyladenine",Fusarium pseudograminearum CS3096,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,5009,NC_036624.1.region007,4760463,4825471,NRPS,,,,0.36095064911178,arylomycin,Streptomyces filamentosus NRRL 11379,BGC19,4790463,4795471,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036624,8487,NC_036624.1.region008,4849210,4913016,NRPS,,,,0.6153108612856772,peramine,Epichloe festucae,BGC20,4877149,4885635,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036625,0,,,,,,,,,,,BGC23,2805155,2806492,PT (DMATS),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036625,7599,NC_036625.1.region001,485553,518041,terpene,100,BGC0001248.3,clavaric acid,0.7905115556509952,clavaric acid,Hypholoma sublateritium,BGC21,500553,508151,TC (SHC/OSC),FPROT00020,4.6,arthripenoids,no,no
Fusarium_fujikuroi_IMI_58289,NC_036625,9414,NC_036625.1.region002,2528444,2591818,NRPS,,,,0.366629543886621,phomoidride,fungal sp. ATCC 74256,BGC22,2556783,2566196,NRPS-like,FBGC00398,3.3,acetylaranotin,no,no
Fusarium_fujikuroi_IMI_58289,NC_036625,33042,NC_036625.1.region003,2790155,2874970,NRPS;PKS;indole,,,,0.766651375680792,FR901512,fungal sp. No.14919,BGC24,2819174,2852215,PKS-NRPS,FBGC00560,9.6,ilicicolin H,no,no
Fusarium_fujikuroi_IMI_58289,NC_036625,3739,NC_036625.1.region004,3174705,3205926,terpene,,,,0.5354089382360979,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,BGC25,3189705,3193443,TC (Class1),FBGC00712,19.6,farnesyltrypamide A,no,no
Fusarium_fujikuroi_IMI_58289,NC_036626,0,,,,,,,,,,,BGC26,49988,55463,NRPS-like,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036626,32472,NC_036626.1.region001,21618,138472,NRPS;PKS,100,BGC0000030.3,bikaverin,1.0,bikaverin,Fusarium fujikuroi IMI 58289,BGC27,100853,133324,NR-PKS,FBGC00238,100.0,bikaverin,yes,yes
Fusarium_fujikuroi_IMI_58289,NC_036626,10698,NC_036626.1.region002,546509,613977,NRPS,,,,0.6104551819791708,"serinocyclin A, serinocyclin B",Metarhizium robertsii,BGC28,576509,587206,NRPS,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036626,6973,NC_036626.1.region003,1833203,1864459,terpene,,,,0.5622714948728933,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC29,1842487,1849459,PPPS,FBGC00800,24.9,(-)-vinigrol or its analogue,no,no
Fusarium_fujikuroi_IMI_58289,NC_036626,0,NC_036626.1.region004,4234491,4266010,other,,,,0.6050981752771946,"fusatin, fusatinic acid, 8-oxo-fusatin, 8-oxo-isopentenyladenine",Fusarium pseudograminearum CS3096,,,,,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036626,31079,NC_036626.1.region005,4276160,4311467,terpene,100,BGC0001604.3,gibberellin,0.9791514231700068,gibberellin,Fusarium fujikuroi,BGC30,4280389,4316515,"TC (PbcA), PPPS",FBGC00120,100.0,gibberellin,yes,yes
Fusarium_fujikuroi_IMI_58289,NC_036627,0,,,,,,,,,,,BGC35,3131522,3133259,TC (SHC/OSC),,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036627,34163,NC_036627.1.region001,33857,98555,NRPS,40,BGC0000292.4,acetylaranotin,0.62575764703842,bovienimide A,Xenorhabdus bovienii SS-2004,BGC31,57751,91913,NRPS,FBGC00398,27.9,acetylaranotin,yes,yes
Fusarium_fujikuroi_IMI_58289,NC_036627,10961,NC_036627.1.region002,1441490,1505176,NRPS,,,,0.5389246359907908,ascofuranone,Acremonium egyptiacum,BGC32,1471490,1482450,NRPS,,,,no,no
Fusarium_fujikuroi_IMI_58289,NC_036627,4216,NC_036627.1.region003,1624043,1685500,PKS,,,,0.36017567443332804,"(-)-Cyatha-3,12-diene",Dentipellis sp. KUC8613,BGC33,1651285,1655500,T3PKS,FBGC00507,89.6,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Fusarium_fujikuroi_IMI_58289,NC_036627,23856,NC_036627.1.region004,3001009,3068498,PKS,,,,0.6377781005915774,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC34,3025971,3049826,HR-PKS,FBGC00294,11.4,fusaristatin A,no,no
Fusarium_fujikuroi_IMI_58289,NC_036627,25102,NC_036627.1.region005,4199719,4226795,other,84,BGC0002670.2,fosfonochlorin,0.8266893083148857,fosfonochlorin,Fusarium oxysporum f. sp. lycopersici 4287,BGC36,4186831,4224820,PEPM,FBGC00638,94.1,fosfonochlorin,yes,yes
