atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
763	atlas_context	dataset_family_atlas	6218	mix	FAM_00558	FAM_00558;FAM_01934	1	1		0	1	present	mix;terpene	terpene	1		910	7	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763292.1.region002	BGC7	terpene	FAM_00558;FAM_01934	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7580749359865442: (+)-δ-cadinol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Serpula_lacrymans_S7.9 NW_006763292.1.region002 represents BiG-SCAPE CC 6218 (FAM_00558) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7580749359865442: (+)-δ-cadinol, but product identity is not assigned.
764	atlas_context	dataset_family_atlas	9062	mix	FAM_00711	FAM_00711;FAM_02550	1	1		0	1	present	PKS;mix	T3PKS	1		911	7	tier_3	Aspergillus_oryzae_RIB40	UNLABELED	NC_036439.1.region004	BGC52	PKS	FAM_00711;FAM_02550	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.491509452126062: hierridin B, hierridin C; FBGC00499 100.0: csypyrone B1		csypyrone B1	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Aspergillus_oryzae_RIB40 NC_036439.1.region004 represents BiG-SCAPE CC 9062 (FAM_00711) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.491509452126062: hierridin B, hierridin C; FBGC00499 100.0: csypyrone B1, but product identity is not assigned.
765	atlas_context	dataset_family_atlas	6830	mix	FAM_00592	FAM_00592;FAM_02530	1	1		0	1	present	PKS;mix	T3PKS	1		912	7	tier_3	Fusarium_fujikuroi_IMI_58289	UNLABELED	NC_036627.1.region003	BGC33	PKS	FAM_00592;FAM_02530	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.36017567443332804: (-)-Cyatha-3,12-diene; FBGC00507 89.6: alkyl pyrones, resorcylic acids, and resorcinols		alkyl pyrones, resorcylic acids, and resorcinols	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Fusarium_fujikuroi_IMI_58289 NC_036627.1.region003 represents BiG-SCAPE CC 6830 (FAM_00592) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.36017567443332804: (-)-Cyatha-3,12-diene; FBGC00507 89.6: alkyl pyrones, resorcylic acids, and resorcinols, but product identity is not assigned.
766	atlas_context	dataset_family_atlas	4113	mix	FAM_00447	FAM_00447;FAM_01885	1	1		0	1	present	mix;terpene	terpene	1		913	7	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066261.1.region006	BGC29	terpene	FAM_00447;FAM_01885	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5585174966844682: conidiogenone; FBGC00419 23.1: conidiogenone		conidiogenone	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 NC_066261.1.region006 represents BiG-SCAPE CC 4113 (FAM_00447) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5585174966844682: conidiogenone; FBGC00419 23.1: conidiogenone, but product identity is not assigned.
767	atlas_context	dataset_family_atlas	14530	mix	FAM_01014	FAM_01014;FAM_02092	1	1		0	1	present	mix;terpene	terpene	1		914	7	tier_3	Metarhizium_robertsii_ARSEF_23	UNLABELED	NW_011942174.1.region001	BGC50	terpene	FAM_01014;FAM_02092	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7776953853675704: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Metarhizium_robertsii_ARSEF_23 NW_011942174.1.region001 represents BiG-SCAPE CC 14530 (FAM_01014) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7776953853675704: clavaric acid, but product identity is not assigned.
768	atlas_context	dataset_family_atlas	7580	mix	FAM_00634	FAM_00634;FAM_01957	1	1		0	1	present	mix;terpene	terpene	1		915	7	tier_3	Trichoderma_virens_Gv29-8	UNLABELED	NW_014013743.1.region002	BGC59	terpene	FAM_00634;FAM_01957	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.42974261139231834: (+)-δ-cadinol; FBGC00651 34.2: tricinonoic acid		tricinonoic acid	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Trichoderma_virens_Gv29-8 NW_014013743.1.region002 represents BiG-SCAPE CC 7580 (FAM_00634) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.42974261139231834: (+)-δ-cadinol; FBGC00651 34.2: tricinonoic acid, but product identity is not assigned.
769	atlas_context	dataset_family_atlas	989	mix	FAM_00288	FAM_00288;FAM_01453	1	1		0	1	present	NRPS;mix	NRPS	1		916	7	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089544.1.region001	BGC25	NRPS	FAM_00288;FAM_01453	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7303423435869134: dimethylcoprogen			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Schizophyllum_commune_H4-8 NW_026089544.1.region001 represents BiG-SCAPE CC 989 (FAM_00288) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7303423435869134: dimethylcoprogen, but product identity is not assigned.
770	atlas_context	dataset_family_atlas	17282	mix	FAM_01182	FAM_01182;FAM_02139	1	1		0	1	present	mix;terpene	terpene	1		917	7	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037320.1.region003	BGC49	terpene	FAM_01182;FAM_02139	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5621133982771779: zealexin B3, zealexin C2; FBGC00185 23.5: talarodiendione		talarodiendione	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Botrytis_cinerea_B05.10 NC_037320.1.region003 represents BiG-SCAPE CC 17282 (FAM_01182) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5621133982771779: zealexin B3, zealexin C2; FBGC00185 23.5: talarodiendione, but product identity is not assigned.
771	atlas_context	dataset_family_atlas	19727	mix	FAM_01319	FAM_01319;FAM_02189	1	1		0	1	present	mix;terpene	terpene	1		918	7	tier_3	Puccinia_graminis_CRL_75-36-700-3	UNLABELED	NW_003526755.1.region001	BGC10	terpene	FAM_01319;FAM_02189	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.781258271900011: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Puccinia_graminis_CRL_75-36-700-3 NW_003526755.1.region001 represents BiG-SCAPE CC 19727 (FAM_01319) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.781258271900011: clavaric acid, but product identity is not assigned.
772	atlas_context	dataset_family_atlas	12271	mix	FAM_00891	FAM_00891;FAM_01620	1	1		0	1	present	NRPS;mix	NRPS-like	1		919	7	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198010.1.region002	BGC19	NRPS	FAM_00891;FAM_01620	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.3849515171549156: LL-Z1272beta; FPROT00037 20.5: orsellinaldehyde		orsellinaldehyde	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198010.1.region002 represents BiG-SCAPE CC 12271 (FAM_00891) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3849515171549156: LL-Z1272beta; FPROT00037 20.5: orsellinaldehyde, but product identity is not assigned.
773	atlas_context	dataset_family_atlas	20931	mix	FAM_01375	FAM_01375;FAM_02212	1	1		0	1	present	mix;terpene	terpene	1		920	7	tier_3	Phanerodontia_chrysosporium_ATCC_20696	UNLABELED	MJGA01000018.1.region003	BGC23	terpene	FAM_01375;FAM_02212	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7596280232963977: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Phanerodontia_chrysosporium_ATCC_20696 MJGA01000018.1.region003 represents BiG-SCAPE CC 20931 (FAM_01375) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7596280232963977: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
774	atlas_context	dataset_family_atlas	13977	mix	FAM_00976	FAM_00976;FAM_01637	1	1		0	1	present	NRPS;mix	NRPS-like	1		921	7	tier_3	Agaricus_bisporus_H97	UNLABELED	CP015463.1.region003	BGC14	NRPS	FAM_00976;FAM_01637	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.3680892608679638: Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B; FPROT00037 17.3: orsellinaldehyde		orsellinaldehyde	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Agaricus_bisporus_H97 CP015463.1.region003 represents BiG-SCAPE CC 13977 (FAM_00976) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3680892608679638: Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B; FPROT00037 17.3: orsellinaldehyde, but product identity is not assigned.
775	atlas_context	dataset_family_atlas	18093	mix	FAM_01226	FAM_01226;FAM_02158	1	1		0	1	present	mix;terpene	terpene	1		922	7	tier_3	Puccinia_graminis_CRL_75-36-700-3	UNLABELED	NW_003526552.1.region001	BGC9	terpene	FAM_01226;FAM_02158	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7825526830956696: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Puccinia_graminis_CRL_75-36-700-3 NW_003526552.1.region001 represents BiG-SCAPE CC 18093 (FAM_01226) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7825526830956696: clavaric acid, but product identity is not assigned.
776	atlas_context	dataset_family_atlas	16570	mix	FAM_01144	FAM_01144;FAM_01694	1	1		0	1	present	NRPS;mix	NRPS-like	1		923	7	tier_3	Aspergillus_niger	UNLABELED	NT_166531.1.region002	BGC58	NRPS	FAM_01144;FAM_01694	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7077287861216678: choline; FBGC00545 8.7: brevijanazine A		brevijanazine A	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Aspergillus_niger NT_166531.1.region002 represents BiG-SCAPE CC 16570 (FAM_01144) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7077287861216678: choline; FBGC00545 8.7: brevijanazine A, but product identity is not assigned.
777	atlas_context	dataset_family_atlas	4072	mix	FAM_00445	FAM_00445;FAM_01492	1	1		0	1	present	NRPS;mix	NRPS-like	1		924	7	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037311.1.region001	BGC9	NRPS	FAM_00445;FAM_01492	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7554632367145233: aspulvinone H, aspulvinone B1; FBGC00804 7.8: allantofuranone		allantofuranone	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Botrytis_cinerea_B05.10 NC_037311.1.region001 represents BiG-SCAPE CC 4072 (FAM_00445) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7554632367145233: aspulvinone H, aspulvinone B1; FBGC00804 7.8: allantofuranone, but product identity is not assigned.
778	atlas_context	dataset_family_atlas	15984	mix	FAM_01108	FAM_01108;FAM_01679	1	1		0	1	present	NRPS;mix	NRPS-like	1		925	7	tier_3	Paracoccidioides_brasiliensis_Pb18	UNLABELED	NW_011371359.1.region001	BGC4	NRPS	FAM_01108;FAM_01679	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7582016755226905: aspulvinone H, aspulvinone B1; FBGC00804 8.3: allantofuranone		allantofuranone	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Paracoccidioides_brasiliensis_Pb18 NW_011371359.1.region001 represents BiG-SCAPE CC 15984 (FAM_01108) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7582016755226905: aspulvinone H, aspulvinone B1; FBGC00804 8.3: allantofuranone, but product identity is not assigned.
779	atlas_context	dataset_family_atlas	10088	mix	FAM_00768	FAM_00768;FAM_02003	1	1		0	1	present	mix;terpene	terpene	1		926	7	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037317.1.region002	BGC40	terpene	FAM_00768;FAM_02003	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.744082336919617: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Botrytis_cinerea_B05.10 NC_037317.1.region002 represents BiG-SCAPE CC 10088 (FAM_00768) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.744082336919617: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
780	atlas_context	dataset_family_atlas	16880	mix	FAM_01156	FAM_01156;FAM_02129	1	1		0	1	present	mix;terpene	terpene	1		927	7	tier_3	Yarrowia_lipolytica_CLIB122	UNLABELED	CR382132.1.region001	BGC6	terpene	FAM_01156;FAM_02129	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7765536570154769: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Yarrowia_lipolytica_CLIB122 CR382132.1.region001 represents BiG-SCAPE CC 16880 (FAM_01156) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7765536570154769: clavaric acid, but product identity is not assigned.
781	atlas_context	dataset_family_atlas	9431	mix	FAM_00734	FAM_00734;FAM_01992	1	1		0	1	present	mix;terpene	terpene	1		928	7	tier_3	Candidozyma_auris_B11220	UNLABELED	NC_072815.1.region001	BGC3	terpene	FAM_00734;FAM_01992	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7805144123178227: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Candidozyma_auris_B11220 NC_072815.1.region001 represents BiG-SCAPE CC 9431 (FAM_00734) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7805144123178227: clavaric acid, but product identity is not assigned.
782	atlas_context	dataset_family_atlas	5179	mix	FAM_00507	FAM_00507;FAM_01909	1	1		0	1	present	mix;terpene	terpene	1		929	7	tier_3	Kluyveromyces_lactis_NRRL_Y-1140	UNLABELED	NC_006038.1.region001	BGC3	terpene	FAM_00507;FAM_01909	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7786404761668219: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Kluyveromyces_lactis_NRRL_Y-1140 NC_006038.1.region001 represents BiG-SCAPE CC 5179 (FAM_00507) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7786404761668219: clavaric acid, but product identity is not assigned.
783	atlas_context	dataset_family_atlas	8450	mix	FAM_00687	FAM_00687;FAM_01975	1	1		0	1	present	mix;terpene	terpene	1		930	7	tier_3	Komagataella_phaffii_GS115	UNLABELED	NC_012964.1.region001	BGC4	terpene	FAM_00687;FAM_01975	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7778848556038109: clavaric acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Komagataella_phaffii_GS115 NC_012964.1.region001 represents BiG-SCAPE CC 8450 (FAM_00687) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7778848556038109: clavaric acid, but product identity is not assigned.
784	atlas_context	dataset_family_atlas	8394	mix	FAM_00683	FAM_00683;FAM_01973	1	1		0	1	present	mix;terpene	terpene	1		931	7	tier_3	Metarhizium_robertsii_ARSEF_23	UNLABELED	NW_011942193.1.region003	BGC63	terpene	FAM_00683;FAM_01973	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.3036983111626459: waikikiamide A, waikikiamide B, waikikiamide C, (+)-semivioxanthin, semivioxanthin; FBGC00446 96.4: (E)-beta-farnesene		(E)-beta-farnesene	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Metarhizium_robertsii_ARSEF_23 NW_011942193.1.region003 represents BiG-SCAPE CC 8394 (FAM_00683) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3036983111626459: waikikiamide A, waikikiamide B, waikikiamide C, (+)-semivioxanthin, semivioxanthin; FBGC00446 96.4: (E)-beta-farnesene, but product identity is not assigned.
785	atlas_context	dataset_family_atlas	16550	mix	FAM_01142	FAM_01142;FAM_02126	1	1		0	1	present	mix;terpene	terpene	1		932	7	tier_3	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307542.1.region002	BGC5	terpene	FAM_01142;FAM_02126	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.30685333411861737: calidoustene A, calidoustene B, calidoustene C; FBGC00437 18.7: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol		(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Coprinopsis_cinerea_okayama7_130 NW_003307542.1.region002 represents BiG-SCAPE CC 16550 (FAM_01142) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.30685333411861737: calidoustene A, calidoustene B, calidoustene C; FBGC00437 18.7: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol, but product identity is not assigned.
786	atlas_context	dataset_family_atlas	17013	mix	FAM_01165	FAM_01165;FAM_02131	1	1		0	1	present	mix;terpene	terpene	1		933	7	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763295.1.region002	BGC15	terpene	FAM_01165;FAM_02131	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.37773659460415066: calidoustene A, calidoustene B, calidoustene C; FBGC00437 20.0: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol		(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Serpula_lacrymans_S7.9 NW_006763295.1.region002 represents BiG-SCAPE CC 17013 (FAM_01165) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.37773659460415066: calidoustene A, calidoustene B, calidoustene C; FBGC00437 20.0: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol, but product identity is not assigned.
787	atlas_context	dataset_family_atlas	9219	mix	FAM_00723	FAM_00723;FAM_01988	1	1		0	1	present	mix;terpene	terpene	1		934	7	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017851.1.region001	BGC33	terpene	FAM_00723;FAM_01988	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7767445397776107: koraiol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Pyricularia_oryzae_70-15 NC_017851.1.region001 represents BiG-SCAPE CC 9219 (FAM_00723) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7767445397776107: koraiol, but product identity is not assigned.
788	atlas_context	dataset_family_atlas	16221	mix	FAM_01123	FAM_01123;FAM_02122	1	1		0	1	present	mix;terpene	terpene	1		935	7	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198008.1.region002	BGC12	terpene	FAM_01123;FAM_02122	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.35262963095614314: calidoustene A, calidoustene B, calidoustene C; FBGC00437 19.7: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol		(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198008.1.region002 represents BiG-SCAPE CC 16221 (FAM_01123) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.35262963095614314: calidoustene A, calidoustene B, calidoustene C; FBGC00437 19.7: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol, but product identity is not assigned.
789	atlas_context	dataset_family_atlas	10398	mix	FAM_00782	FAM_00782;FAM_02559	1	1		0	1	present	PKS;mix	T3PKS	1		936	7	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017850.1.region002	BGC13	PKS	FAM_00782;FAM_02559	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.4548261630573326: mid-chain acyl sugars; FBGC00507 69.4: alkyl pyrones, resorcylic acids, and resorcinols		alkyl pyrones, resorcylic acids, and resorcinols	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Pyricularia_oryzae_70-15 NC_017850.1.region002 represents BiG-SCAPE CC 10398 (FAM_00782) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4548261630573326: mid-chain acyl sugars; FBGC00507 69.4: alkyl pyrones, resorcylic acids, and resorcinols, but product identity is not assigned.
790	atlas_context	dataset_family_atlas	1906	mix	FAM_00334	FAM_00334;FAM_01843	1	1		0	1	present	mix;terpene	terpene	1		937	7	tier_3	Laccaria_bicolor_S238N-H82	UNLABELED	NW_001889876.1.region001	BGC21	terpene	FAM_00334;FAM_01843	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.30614151294173125: calidoustene A, calidoustene B, calidoustene C; FBGC00437 19.6: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol		(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Laccaria_bicolor_S238N-H82 NW_001889876.1.region001 represents BiG-SCAPE CC 1906 (FAM_00334) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.30614151294173125: calidoustene A, calidoustene B, calidoustene C; FBGC00437 19.6: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol, but product identity is not assigned.
